proposal_id,voter,option,tx_hash,timestamp
156,osmo154nywvqv4ka0pglg8u7y9v37x9vk9dkwlpsqyq,VOTE_OPTION_YES,41911E06C8BBB58BA1053FD9A09C22404659D6DB14B62A2006BA23A5E6F4F9F0,2022-02-25 09:22:49.244935+00
156,osmo1v2lcxgmn99cxcp5fts0z4kte542sk5cg6g49z3,VOTE_OPTION_YES,F2DC439040FD69786A7A0FCE1ABD6A9D6D036AC7B610942B4A9FB816340195B8,2022-02-25 09:21:02.775903+00
156,osmo1e2mw7750r4v07dnsdyellq5jlxcr4mfadd2985,VOTE_OPTION_YES,D291F31F36B4C266800EE69D0E8F07B6531B9852DE890183A7D45ABEB64195AB,2022-02-25 09:21:15.110383+00
156,osmo18xkjmqrd9xnzw6myqmfhgj6a693es5uwjqem07,VOTE_OPTION_YES,58DF0DB35EDEE979518FE7165778DA5AF2B59D5E90F73422479B17D7A5CB7725,2022-02-25 09:21:21.442436+00
156,osmo1k6epw2h4jkpynt3j8quzr8ehus5v8nesw3zprw,VOTE_OPTION_NO,02C5EADBF2E9950DE37EF79244CC14A847AA5AFB71C216A6D7FCA99A4FD16D90,2022-02-25 09:21:39.42806+00
156,osmo1kyayw5q8mlxuee0qq5dl60v2wqay0vnw99xcg5,VOTE_OPTION_YES,7DBA4185476F523D5A3D57ABA952E98124B06C7A6041135E887F7F8AB1675016,2022-02-25 09:21:51.562057+00
156,osmo13e248q8ffdev74e2zgxzeajkzlhfx5r6f3xn2r,VOTE_OPTION_YES,118BBD3C05DDC2C41C198B69FC1D1D765AE77AD79EA4A27DDBE16550F7EC39A0,2022-02-25 09:22:36.90801+00
156,osmo1h99fhu6zj8a60a3tqqtdu09yu8d0m00tmlun9z,VOTE_OPTION_YES,19F29B8E04A0AC2E6F3DC39A2562453A10AE0E46793BF6FA67DD9C675E5F041F,2022-02-25 09:22:49.244935+00
156,osmo1prfx375vk2n9h9nmde2nqp7mj97lkpzpmu0wwc,VOTE_OPTION_YES,F8FC3F0830AA2E214267B20E5BACBCA58B910A4FC88ADF696B115C877A1AF34A,2022-02-25 09:23:08.360727+00
156,osmo1krl02crdupsy2ljrf8kenswxm5wu0z2xf789tl,VOTE_OPTION_YES,13CAAF9F83FF988203BE43DD2DAD875277D2E5C0167A2ED3975800BD30D11981,2022-02-25 09:23:08.360727+00
156,osmo1eyq64y4hz7sjaep7rxutgu75m9a6jqg8rkhert,VOTE_OPTION_ABSTAIN,4BA1D6742E813E8C016398F2180BB354A749A6755C22FC36BDC4B51AB22B6A59,2022-02-25 09:23:50.432861+00
156,osmo1sy064tsnqjze69u87m0sa9e0t50rrys6vljvxu,VOTE_OPTION_ABSTAIN,E58C49604B77EA40338A5D433829E1E29521A529CFDBC7178D4C94784FED0E06,2022-02-25 09:23:15.338333+00
