proposal_id,voter,option,tx_hash,timestamp
154,osmo1760d9jkledghjckd65gemglkv8cpq732ekf73t,VOTE_OPTION_YES,B6CBF41634EF1E2DA144489D2F7077FBF489731139A43899E4AC488E2AA929D2,2022-02-17 22:59:39.745315+00
154,osmo1828lhrfqeyswyuuavrffgw979373pdnzt33w76,VOTE_OPTION_YES,C05F4A881E7CEEB4B04B6F842D3F5932600967BA54C0BECF82F2D787B56D88DE,2022-02-17 22:47:32.869129+00
154,osmo12wdcv2lm6uhyh5f6ytjvh2nlkukrmkdkudtduz,VOTE_OPTION_YES,C758BC211BE51BC23EB5B2C7B4F319F66651CAD6D5C6EF991AA94512F002B195,2022-02-17 22:48:12.304576+00
154,osmo1answ2kpl655se3m3et470uw3upn76kedxd97d5,VOTE_OPTION_YES,289CAFE18296D05C47F9BDE4EA13086C35160395577AA5419C16EB50AA58A6CF,2022-02-17 22:49:39.974923+00
154,osmo1uyeyzsjcwtdnph23zkwm4x0788akpqnah9q2jq,VOTE_OPTION_NO,9DE123D62805D17542CAF8FB8A09ABB5F2757B593B08A298560FABF2C0E70CAB,2022-02-17 22:49:58.196963+00
154,osmo1ten8d3sfakwqdvaqwuwtfc46c3307klqjehhpf,VOTE_OPTION_YES,0B8DFD8D2B4B626E8B4B8053F0F899353789525925CE4034A6A0D89DBD6AA0D3,2022-02-17 22:49:58.196963+00
154,osmo13cpyxcn4qgyq4zgctztla6ssy50xthm07agx3j,VOTE_OPTION_YES,DB24231F420615D853247C3FE6B5F8465105824FB6933BE97B3AD1AC3D28D470,2022-02-17 22:50:10.463605+00
154,osmo1fsha42jvsc5yjrjfszxmgj8z2rrpva93urjy88,VOTE_OPTION_YES,1148A5B935788601135215133F9828987F769F955CCC92E15D635BD18A20291B,2022-02-17 22:58:28.408765+00
154,osmo1rf5tezu2x62g9dusalluzj85vwdv0xrhxp5s2g,VOTE_OPTION_YES,5FC75C11D9C194DAB9336B4F7C37A8E7A72609D362EE906253967E1B0CD051C4,2022-02-17 22:58:35.25877+00
154,osmo1uxvjk42vt59r3yz4h98m4hrmmqe28zknk4tptl,VOTE_OPTION_YES,1746294276499E5C4581CF7C53571AC8A19A0A8A1840EC24DD33A5112F7D5C7D,2022-02-17 22:58:42.761419+00
154,osmo1lj96lp08903eed8uwrdepg2rq9efpdtqjhau24,VOTE_OPTION_YES,70EE720763C4A8222C95F24628CE3DCAB810C2E7B6FB2323CE6DF8D066C1761B,2022-02-17 22:59:08.200799+00
154,osmo1445x7k85ad7exauuzywa3pkzm2veqqkrg9ncuk,VOTE_OPTION_YES,E45EF28535B70F95FC133A00CE5D99EE3F3DF18839B8B65247C723F3B09725AA,2022-02-17 22:59:57.967175+00
154,osmo1kg7ez2w3a3safteahcwd28pjpmzhw64uhv56mc,VOTE_OPTION_YES,A9A0DBB559F09C9E7BF4C1C4E672E07F05F8FB8667130CE828755F93EFF1B13C,2022-02-19 00:23:46.384561+00
154,osmo10gywa39sge3lt8wycxw4pfkjrxzszcmjjnaa6l,VOTE_OPTION_YES,44E0FD15774AEEA8F533B6D1076A36FEBF9FA9055BDD1363235D525D320ED4CA,2022-02-20 21:38:34.864768+00
154,osmo1mql46ppfxjwqljyynja0ea9m2jz5whmhqyh4l6,VOTE_OPTION_YES,70F7390FED83F6813954877AF0FAF434B4E25986229977E52FE933A368D1F78B,2022-02-17 22:48:36.959042+00
154,osmo1rldjvwd52tmgmpxq5cs03ffp2yptlp6nx6yfpa,VOTE_OPTION_YES,638F44193DBBE6A8F5314B40E298E84721EACE66E8B0A0285AE25748A3A50AF5,2022-02-17 22:48:56.106691+00
154,osmo1grd98e8y3890kvzmjjeejlycka8dz89wtc7pjt,VOTE_OPTION_YES,5818AB6BBA61607E7B1F7B6F7BE314C92CA32D7EBF21FE913A5DD804CEA21B13,2022-02-17 22:49:14.224775+00
154,osmo1zejuqm9hjhd8948l3cfw6hh42g89n78u3qgguq,VOTE_OPTION_YES,72F176CD1B8C980217AB11BA584D5926BFAB7418866C9C7A1C9EE1F8784DFF3B,2022-02-17 22:49:14.224775+00
154,osmo1glkwwjmd75j9a8rg5m6xxk7lzzzdakf0dj93ud,VOTE_OPTION_YES,72E5B723B794C31E7416CFB00BF549B2ACB202567069354801DC458657E6C755,2022-02-17 22:49:14.224775+00
154,osmo1g8jp8zx26gjw9vx465uv2z4ks5qf2gu2ctdwwx,VOTE_OPTION_YES,35F8212319C811E07AB655F3136FABB54F6C705A41BDB0AD9182AF8A200B5658,2022-02-17 22:49:33.564552+00
154,osmo1hxvsqtq8hrmwme5qye8w23zjrzgh6yfdh9090d,VOTE_OPTION_YES,A882239E6938E2F14F24ACFA61FD2ECFB316E8821E1B9A94E1F53D9AF6738C06,2022-02-17 22:50:28.692655+00
154,osmo15c74lhc2y8d740d8gtruh4nlj3xlk37dj5e2xn,VOTE_OPTION_YES,2696AD5F30AC1AA7E396EF1DCB261CC5546EF01EE42E566B2D101AF1678AAC97,2022-02-17 22:50:36.013445+00
154,osmo1apc9xylgd5lrku7rhk0m2ypr2knx888cx952ct,VOTE_OPTION_YES,32F68EF1215BC8D18DFF8A006AC49632463C4EEAA2B9EAD9519D5B830594A9A1,2022-02-17 22:50:59.47474+00
