"voter","count"
"osmo199dm0ugv50k4qgcsxjc8p2rertstltxv22f49e",4
"osmo199dwsq77u3tv4xm79e3udx4smqepl9kakhttuk",2
"osmo199eegtkfanawflvrzzhlwz67nwq7xlvmgk3fn8",2
"osmo199gusfvvth63mvawn023a0pt3muvgegy3yvaxp",1
"osmo199gxe69xgw8qxpnld7ya8eh92ajdaqzwnw5akw",4
"osmo199hzrazvxwkfe64lmqps7nadtmp4ytzkp6xhpv",1
"osmo199mtptne3wqgha7ra6te7524twl3p6stwwglfm",3
"osmo199svczcgdxtsj4nxmdacdwnu33k7xuz443nhx2",3
"osmo199v2m3vvwgg6al4t0yp00z3ncnjpjj84hdw659",2
"osmo199zmm5f9qra9lkyhn2ttl95yg6y3ah8nayn439",1
"osmo19aahw44smaqmnfqr38pqtstsyvudznw2xh9dmy",1
"osmo19aazmkggrjrqpcrgt8g9fg86f8sauncksu39sa",2
"osmo19ae29a5na28cyee2548cawx2u2vqe04ejx2qq3",3
"osmo19ael2fse4crsdlhefd0sxrdy72aae6ulqkyxdk",1
"osmo19ajlxk4m03ncvrjzf6vu223v4fkwwflf6p8j5g",1
"osmo19ase0rans2wz9mm4xluvnn5fgg65k5mma6q7vz",3
"osmo19atggawer8mzqm282dgjat052j7nq76rk5dsks",1
"osmo19azdjgq5k28k2kj74r6kj5yku27tz924krz0ny",2
"osmo19c40qylaknudc5p62uhmfsrqhxel3uzx0gdh8l",2
"osmo19c57m42ugzjhcdrd8qepql8ue2c97lhwngja50",3
"osmo19cddafns88ldqh3hp0fpsvxv76zulfxphyjlg5",3
"osmo19cflxpmtyrw779ecmpral2mn3mvs7uvjdhka3x",2
"osmo19chhltertyuyj9w24watfrptzkrgmf4klfpyuu",4
"osmo19cmvyc6nds8pmc2rr44w0kzhxz3vzx9rtw5lul",1
"osmo19cphf4mapvq9athkahry6a7l6haykcz7cqf9ty",4
"osmo19ctdvsmfve2x5py3h34k6xxnc9nua842uwu7kg",4
"osmo19cy7ulw40zsad69agsh4nvjdqx7ahjn86z34k6",1
"osmo19cyhl6jw2gyf94eyrwqrr8nquj4rd9fvpe06zu",1
"osmo19d4k4mr8n9n4dwa87hnzyr4g93yk5a5r3pd0x3",2
"osmo19d4y8sz5qr4jh7yheyjlr4mh3k5zqlglev5xe3",1
"osmo19ddwzmym7868flhk7099ej2esr6cszt22y3jkx",2
"osmo19djqxd47nzagqsqadqygtpczf9qn9x99py9eh7",2
"osmo19djsdlhfglqhuzrumt9qqz670cfvjgv982z2dq",1
"osmo19dmqhxzdj543cp7zsm4ydxefcsz56l7fq7kqmf",2
"osmo19dtqk2jepk5lwzs7a8n5k4w8ycjj6lrd5k2ggh",2
"osmo19dv3c8r734qpc7t8wwrdcjlupuf4ng509ch4e0",1
"osmo19dx0z66mc0p5n8tuzkl9pj4wqxu294keq0je0w",1
"osmo19dyz6z8sagukd9kkpkj7g0ctt78kychsrkar0e",2
"osmo19e2670v3akpgnj4wetq2g4c954zkpkt8v7ya5n",4
"osmo19e3lcuv452a99pthwapm56uqgj4jwc87gemunr",1
"osmo19edm0zemvjutfwvrx3ckqv5saujhqajh7jfv9z",1
"osmo19ee2yv234v4y64kp0jjy896kkrrdts8cyq65ue",4
"osmo19enhux802sxs7rnnp5hkade39r4el7gnmt8487",4
"osmo19et23k6r7rt6pfad7hvfmw0vse6eex3rgn9pl6",4
"osmo19et2vxd8sk8fn3p67gvdwf0v9gv544cr2qufwt",1
"osmo19evwt7hwe7k5mntra95jvdqn8n8gkc6nx3gj0x",1
"osmo19f4mdpkcs2e8752p3axlnh6zdv8zw4tyjjhhcv",1
"osmo19f6pkzxm6ulfqddn7c70mw2d87ue696syylath",1
"osmo19f7nq7cs5lxgartse9u3jutaz98w20lc3p0j95",1
"osmo19fdn8urat5kd26z8yq3v9huh8agujsmwzgyj85",1
"osmo19feus3tzf6mwzuh96nvrkss9fgn5u2z7tsw6g4",2
"osmo19fgs2lcsx057sevyy88e0pnudacxp73t7ll2hg",4
"osmo19fhrz3xhm7utvtw47taqxgw7dh5qq35hdr6qda",1
"osmo19fjj4hen45asuq7zah8s7usmd44nhcyvt0cyld",1
"osmo19fuwpag5az92hx56jec20py24uc0wh069zsz4p",4
"osmo19fy9rnusx0vt4vvre3hl5twkh4p9l0l6k8mpez",3
"osmo19fywruz70l90ha58f8hlw96k70u9kwff2q0nun",3
"osmo19g0gxg0egrzt4260ppnxhy2rrqxrcu68dmhmgt",4
"osmo19g2hrvmukxmuzfjmj49mhwy47khzz2a7x49jy2",4
"osmo19g3pdkfg7erveyvqd7wdvpe25anygr75fjq84x",3
"osmo19g46plsr06xgqy22e0z2a6cg2mscq0amad6n4s",1
"osmo19gcmdjeyhh54v5j4xgsh0rv342jkqhzkfj6tsx",1
"osmo19gk655jqgcuf9l86fty3p777qkpt2jgxnhvvlu",1
"osmo19glgmpzw3hnfx60nxteyvhykw6wyxac2n93yyu",1
"osmo19gn2uzrfega2uqr67n72nmqphurkkvzecdj6c7",1
"osmo19gntkc6q2halz2kxhy7xnuzngcf9p2jnc820wk",1
"osmo19h49wedtlx7nrjqdfkae0qal5s3uwpyf4squ6f",1
"osmo19h74sazj0du3jqhlc6z8xlqx9hwmwmwnjyjed2",1
"osmo19hawac78nj2vqypm9exndrxj6f3ww4wprgep6w",2
"osmo19hhwpqgg7z382h9uled2prtqa66d45swh3ym05",2
"osmo19hjq22c3u7a7d89yz7g8msmndxskzgfntsr7gf",4
"osmo19hpa7854pgreemj2gsq7rtscepjr3jwa09eq35",1
"osmo19hsxpgmmj9txs7t4n0swf34t3we3kl3r03pmmt",1
"osmo19hxgdrufmct5v95meqfx8tjepryhf6p6rps52q",1
"osmo19j44kytuewzcdc5euzanxj3xx7jfcafu520trq",2
"osmo19j7tfzwp7xdcw6j6ds7v2raldkc87jkacxmayl",1
"osmo19j97lsr8d6arcjhmf993nsdc8xwzt0tm0w7vwa",2
"osmo19jahjvkr6jwztqnwlhf7kdc6m7nl5dysgpqs8w",2
"osmo19jclk3m6paku869mmnm84zy9hl7nq67e5wpslm",4
"osmo19jf4v0xzgpxnsskee4tnh5lf7vmx04wzplgt50",1
"osmo19jgng5qka3hksv8jfyhrang42zhy6u8dxc7s40",2
"osmo19jkrdeqz03vvnz6q0xdan0ss8drvsxj5npssdw",3
"osmo19jle4hsvm98n7d8d3lgfzuzmy3993nz9rdypqw",1
"osmo19k6zcm6v6zgrvqvej45zh9k7eqjugjre7elmu2",2
"osmo19kcazvgqzt6u9qh9fq7j6u2nym8ymcjwpf64xu",2
"osmo19kfq2yc4g3qfd6j27zdystc53d9vmr84l045gq",4
"osmo19kjy2fwkfe4p8fnudp6r9sxn2sv820u59hs0xc",3
"osmo19kk2gcxyhp9qe8nrldctdjqygevqa3hn28cggj",2
"osmo19kk4mvrqxqwvwdr9a7v86wx0kzqcq6khumxs2f",3
"osmo19klagsh8f6kkje6s4u0kmex3dl9yg2vkp7akyd",2
"osmo19kmmmn75e6p4nznvlheyn7w6fjku82x946aelg",1
"osmo19ks23558t5t29kere6ult24ughk05wnls4hgny",4
"osmo19ky8unh4eqyktfxnuyxh86hwuum3vrsgjm60qk",1
"osmo19l89y5rtjuknr8qmc76h55kwvr4yhk7hxp9fnf",2
"osmo19l9wsymdh3mp7munzrlk8rs03ttnu2uaujyktu",1
"osmo19ld4cp5tjrharzsefp3k27hmwnjnprf0cnu4dw",1
"osmo19ll6mh6mps2wy25vkdedgjuj6gupwcgwk5auhz",2
"osmo19lljlh6ng79hywcx5c2flf04nscw9wupp3gvu9",2
"osmo19lll7u8apfk08pu9fc6egne8f3m36tcel93ups",1
"osmo19lqkk33ke6hvwrt859tpuegufpjjfc2unfjuwu",1
"osmo19lz42hll2jgpvaa3x0cmf4lsvfwhf7994nfnld",1
"osmo19lzth5nagypjt879rf2spz3canv390ytzs98z7",1
"osmo19m0fd872k3clqldudx6lrvpll50q5l3gsc4duf",4
"osmo19mc5kzqfqfn8h2fay90lpaadfchtmexvc5ga0t",4
"osmo19md46nr7xk6p3py9jzlhevhfgpvn7fl0m7wl6u",3
"osmo19mf0kkfhhwk7sejryadpdxh6dg3zawt0s9uxst",1
"osmo19mj3ft5ga5gv9axpyac469zmqfxhy4tywtxnsv",2
"osmo19mk0aw0f3k2vctwl9r970yq6j3f9vg6034ncqh",2
"osmo19mrtymrjfaprcnr3k0gwg3lamwgvakaxkyz2ds",1
"osmo19mscspgxt98u7nls2az8ztsr3dw3c2qf57fxqa",2
"osmo19mueeg8jngpexmcz4w234njk7pfgklwp5pvzru",1
"osmo19mz2auaquw5yyuaypucfjvtyjzjj8mkkrj8svc",4
"osmo19n0h5kgfsy2t9xyl6d0p2l2jy3peqmekx23x95",2
"osmo19n0z3k6v75mfy254a8ktjha375h42z6pvmyuwk",1
"osmo19n7sa43zfw8m32lghue4luyn25s352zcspy32d",2
"osmo19nave279092w593r8elsaxre0nncz9xt7n7t2u",4
"osmo19nfe2l95pnmre8snp3eddvzun29s5rtjext0d2",4
"osmo19nuu5l7sgn582g27ec64aek4psau45fv5xmc5u",1
"osmo19nuvr4e23dspql5t26z4caygzdpxrd5jjuv333",2
"osmo19nvkp97wnmtphc9jcfdqw8plfdh4ktxr8k07qk",1
"osmo19nwh7jkk6hy43f03gdpynhd56qelp98z9n4dgu",2
"osmo19p0vr6k64chs0whun93yekwj38jy69fsaysdjt",1
"osmo19p4mvcffun3wlnjh5nt0kktu85ed27dcmhfa3p",1
"osmo19p595przv0na8ff8pzssw5fmgkmnef9s4w6y6l",2
"osmo19paxrwh6a92ndtrsre345g8sy83aufsexkr0lc",1
"osmo19pc6q2l4nh7swxkmy4quc56j3xvjaru5sqe387",1
"osmo19pf3x8ml68q3ju0tp8fs8qgs0yzwx05r8y5fd9",1
"osmo19pm7w0ph6s09fd6ehsvufalkwe6sjwl5sj3hx0",1
"osmo19pryxf8a7jtya4pguj7qqfv9uqr2ecfxkl4vmq",1
"osmo19pw7trtkzp5wf4rvc5f5waeexyhuxx9sxraadl",2
"osmo19px6ekalynwu3fjrtzp5dh2g098tudc3rtgh3t",4
"osmo19pxsezg8tnexzjpmcn95wfsmvxxc00wv0pwuzp",1
"osmo19pyel5z70allqkevwh0avv02ld8czhlj5gt2c3",3
"osmo19pzur9zfe7efj0xp08xdd4ukuqeqpd5e9cmyg0",4
"osmo19q00cajdchp23ftvj2rmkg83jvffh3zjr9d0ym",3
"osmo19q2h8237906pk5w3e2l7lauej3j4uzuh6tnu9z",1
"osmo19q2mc4ajvaah2dv7zssusywggheyuhhskwv6h8",2
"osmo19qa6cs6eck3y0a3fdl9ldxdm9r38dk3hj90r2a",1
"osmo19qepgfyxzvrct7kq7c8axvxertc4k6pa6dzntp",1
"osmo19qnpmtc2gyxuj09pv2prps7swngj46eutxzw0m",2
"osmo19qsjjn5ljus8nsr79a6q93x2aqqf227xerdfzf",4
"osmo19qwn4apwmkwprzytq67ajphz44erxs6mpnzkca",1
"osmo19qxpgp04tgzs4pp7cqprx7veq6r6hxsu9dmasp",1
"osmo19qz4t3nldwwmkrae9yvkfmy8pf8jnxqz6m4fc3",1
"osmo19qzfx9n3qqv9s204xmtf4m60ea3jlc8wqhttcd",1
"osmo19qzy2eykxljt7faapcmm8kx8sfqwcffg870psk",4
"osmo19r3d52qgy6gayylmtve4k33f0qzq998serl47q",2
"osmo19r6es7gtsldas0vsn45emqyva26zycwe7un8gu",1
"osmo19r6kggjyq27r0h4w4c4jmjdee7mp84ukq9pguj",3
"osmo19r8s5u50xswwjpq4ymjk7z03sh650xz7m5t6aa",1
"osmo19rayynx8e3lamgy4vme3afazttvlj2uqh5ay2y",2
"osmo19rfqwv3equna5eyypmhrw7yvc0qz0y9meu4e7a",2
"osmo19rn52vj06h7mykzj9nue30ye3hcqe24pq668nu",2
"osmo19rnjsmvq2zew4lx53nftfapm0fl90w6uyzyr43",1
"osmo19rw2rj7mlzkajj07adjvwmscarfst25ne5qfa9",1
"osmo19rxurpur0jxf8hyhnfwjgupfja8y9jyanfw83h",2
"osmo19rzhw7yka25vf3mdpcdkerzc93n8ds4cclgpxw",1
"osmo19s0enrqqcwpl2t6434dnwtxa9crfshtw9ruq0y",4
"osmo19s7nrzxwlwwt4pdk4dnk9wltnr67w6sd34w5ag",2
"osmo19s7pwwgwhy93kxtyksctdcsrxqakn7y636c36y",4
"osmo19sae04d58zk2nnkqudt3vtc4m6u55hsc6duhq8",1
"osmo19sdhvqq93ft37zj0gda6vjg0h8fxfpscuadyk4",1
"osmo19slctdknafugrx6rmq8ummwqyru2xc306nvy5h",1
"osmo19sph5wrfs2kh7xgh27fksadv93dctjpzk4zpmw",4
"osmo19susl6al8h7lqefg2svhm6gzzzvw5927h0ayqg",1
"osmo19swq3un9wsjw3rnghasa9kssp6s3xpr9kkrcwj",3
"osmo19szyrh56dm5vhtktjauvt37nl4h6przvdlm7wn",2
"osmo19t2gyxz9e0h3d8w74hrdzp0kt9ce2usrwx4lxh",1
"osmo19t2j534y998y0863mwyczzxz8nf6h0ag6ldrt9",1
"osmo19t5vjq8jlp5uy3jp4eu2nwms6u5yv7gn70vu3k",3
"osmo19t74yppk8qeq0wgsdt9lurx5yhhuczhvt8c5gy",1
"osmo19t7k5wxtc9pvmxku34ltj030czt906e5r3unkt",1
"osmo19t7ssw6l5r73hjtw8zq7lppxrjnurmq4y70g0m",4
"osmo19teekcma2wugx08yrp2wwv98vgtfx6rmvsh2ap",1
"osmo19tfr02j7ch4wp2r0rs9ax6xf9a4v0an689hj42",4
"osmo19tkec6ptf90qu69cnsau03c6yc55rpwveh6rne",1
"osmo19tkumrse0kyjlku8dudv4lrmc2z65u2rh7w28t",2
"osmo19tm2nnw960kwjdd2y48cvce93z8wjz4avuwv7x",4
"osmo19tnqgmsc2rzly7r00qh3zxu8yh6jtkpals0xvz",2
"osmo19trl9ggqfstne5pdy2uqwta5s6yt3ugxvnhvp5",2
"osmo19tutwdztw6rty9dnz6awxw0dtnuztytj3qzd2t",2
"osmo19tv56639xlwy7tf9v2752n98p6j5g63enqj7t9",1
"osmo19u5qeedzl76jp0dv5lhyccc2dht55e2wgqgtzj",4
"osmo19u5wugqnp54kjrescqk3y8rx88jfnnwvwvlz8x",2
"osmo19u6n00xu3ynyl7jukuq4ev0t38a2s54qpk7aq8",1
"osmo19u927r5gyml3luxljz4cac6h3dsu47fgkrzywx",2
"osmo19u9wnvkkec0wy722ujcvmvllj7e2y0rrg090l9",2
"osmo19uf7e4q88ty87gadgedqp5n89yuwe4mhmc599f",1
"osmo19ujy0yuuynhv9acgwzfjknhgmazcljg0q0mg45",4
"osmo19upjme8fv5dvrajld8s9ka4h6062s3a382y6dd",1
"osmo19uraxqsucmfvzvdhjhu2ycypqfh2z8k0z723f4",2
"osmo19usc2xzfweycexkn42nrrvxexyf6kg2jtnjlam",1
"osmo19uustmrghfjgefmny5nudjj442mpd3h74kcvf5",3
"osmo19v3p55suke69dmzur4rtku4pcw5g4z0dzfj3cv",1
"osmo19v94c3z7ckarwsum76kaagma0wqsqhh5035m63",3
"osmo19v9pkens9uaplrdh6kl7rp9j482uhv3rq4c0qe",1
"osmo19veqjgc8xf9f6vkstxvnpp8cj6x6lcjcww5khm",2
"osmo19vh8y883784tvaumhazdpqqs9ul93pw90srtrv",1
"osmo19vp48cvgpkhr53gm4hcjj3gsjp0sl7s0r694jr",4
"osmo19vs5dntymm6a4xqf5r0gl07hfhastfvv8w0jzh",1
"osmo19w0l748dk5pfhwr5slq5jypz3rq774fdkgec0p",4
"osmo19w2086hw4kzqf8rpwpnq04gyqx3mdx8m8nz2kj",4
"osmo19w5x3cenfundpa0dczn7nqlxw84uevgmyrakpn",1
"osmo19war6xwju3t55ucsu7z6lhqz2j2fn5wa04hzk6",1
"osmo19wdn25tjdf387y53hrn6vlnd5ygavvwtrht0t6",3
"osmo19wdx6jhcv4ef0c27tuvjluj08ztur9zugt6hg8",2
"osmo19wh9g3vaxhrf8q98dtdftdlh0wplxc3uq80mzd",1
"osmo19wn6kfldgl4k7ul6gxthnrgng6jq28d4n3mc82",1
"osmo19wqngl96nwhn0avz8z8u4v544xuw75rcwddux9",1
"osmo19wtf7cprxt8sw9j0ugz35t65xt68epxg3688vh",2
"osmo19wwm9dgvm2rzqvgktrxxkfw92wmqpyr774h7f4",3
"osmo19wyf2r48l4hh4xd2rfv88yxxkk9xyqs72d7gpp",2
"osmo19x276nf78fs56hf2hkpzfne59kl7els72gw9pz",4
"osmo19x2h4y65ugsfne4tad5r36wrxlrcjz7khqdfqq",3
"osmo19x2u5smkh7dj8tftdgtjjr42z9zdf45ns3uwsl",1
"osmo19x97h2rg9auafng255gxs0rj4yy57t69u4jylk",4
"osmo19xclngpwzce68np02uc8fwtse767r0uv6my5s0",2
"osmo19xekllm6fst8tx2s0gpt9p75ksz8ag5u7ktwm2",1
"osmo19xeucpasxg08jthuhktw3m82gcnz8myx0cw7hx",2
"osmo19xkqaw6lwk5uuq8wte829wa7mmnrhdaesaspjn",1
"osmo19xma25ppv8ugwtvzpx5n5mde67ngazy4l2qsda",3
"osmo19xngflj20jflczz4trsas9vu7s2vaswjxmld8x",1
"osmo19xrp9yz8wmucvnljw64e3ccqzd44hl7xwj4jyj",2
"osmo19xzj2a496c9tx9c3zq78wz0kx5rj5tlj9lp5aq",2
"osmo19y3u9n5zjfujl6tuujq6p8c9cr3jqknzhrtkdf",1
"osmo19yemnxp8wl94wkkp37pcw798t96makyx8qnt7j",2
"osmo19yexwmqkh9mjjstrr2ljsn09znmjfnt6gtsq0q",2
"osmo19yf3w9qhw0cfgaq658twnx9zzt48zdqp8fzuux",3
"osmo19yfd2adel5nkzxyl6jx2782n4h4ewgn8pd7f8t",1
"osmo19yg70ssswww6wwlyt2z95wq4r7jj65j84duj7f",2
"osmo19yg9hngpl9xd943wp9qlfz7pm439dcclra206j",2
"osmo19ym8yrv2x6ust9dr8xyyeg35a33raanm2alkdy",3
"osmo19yssr677uxtauv8hpfg4t4ystqx4dj9xv8gv5u",1
"osmo19ytvscy6dajdt406nlhf27fsuyl3vzzrrsdvpa",1
"osmo19yzx5ctf8gf76rln39yuqyxwky7gqe055uulmd",1
"osmo19z2u5wr25q9el0pvx4m3x6ce5zrax36geemzn5",2
"osmo19z54fsjd5m42cyfec0sl5pa73ppff8deyh5wjq",1
"osmo19z96xlfann4yttaz84feencj0kkk4g5kquec2m",3
"osmo19zl5vwuzn26nr52ta4lagfkssehqy46grmgm9z",1
"osmo19zlv9chvj644ctnx0e8l9el0n3wcmmpmq5rvca",1
"osmo19zszrpw5suldu44r9y6sw8vxcqy69hqcr7qh6n",1
"osmo19ztl9r0nzxyr2le9fmnqlj7h4thr0nr0wae380",2
"osmo19zy30gs7547hjfhzzzuenp00g2xde9nmaadm7a",1
"osmo19zz54hh3gdylmavz9x0zjt3yppfscrhewhe2yr",3
"osmo1a00m5ww29nr7emg8xssycdhyzhl2ne5v6tgsrz",4
"osmo1a08tzgv6kp79xk2rey7xqhj2nwdralzpy2nvsa",1
"osmo1a09lavxguf2pjc2cz9s5x9yx5t8yq23mqymcg2",4
"osmo1a0cr83c458xtma20u7jmveqmp7dqlf7ca6v0y5",2
"osmo1a0dld3gkuwxqhdln29k6pqnzrh6nsnh8stlzcg",2
"osmo1a0fd87pd0ekm8xwr37scqe6u47djzrndxnfqwc",1
"osmo1a0jxxg5h46d2q064y7hadzazv54s8sjh6cs8sd",1
"osmo1a0vxczefdkx9r9rrwsyrfm8ctg6ggdxudsvn02",3
"osmo1a20a9ergpqk2dq0jwcdv94c5h4vfpgvsutgxe5",1
"osmo1a269rsjuw2z8csvlmfrraelqe4cnhz5jvsdudg",1
"osmo1a2fejufsqlwemk7w3v2pnj3ece9gnnfuuax70z",2
"osmo1a2fwnca7rt8zsyxf6cn8a20m4smt2y92km55eh",1
"osmo1a2h2apjtfmapqjw03cdkj07ekz9njmj7ngudwl",2
"osmo1a2plg9r9tm9233v6slf27ufufcla6fq8z4tfk5",2
"osmo1a2vr3d85vx7kyvxlw6469s4vux6f69zn7584sk",1
"osmo1a2wgvu28zlt355u5sntztutczw27rrt66255q7",4
"osmo1a2xsrfkvdeqa3q3m442vg2m6n7m8fhuwz9jhey",4
"osmo1a33utnq4435anmxfhdqe5dye4e3adzs3x56p35",1
"osmo1a34x6ewtejxh5jwnw66aan8fs53hf0k525dpq4",1
"osmo1a3d39tv7qzmnjqwu7x8frrwphxq6y98jhf5nwe",3
"osmo1a3evplj5ud82vqc5un6rpjxefj5cvrdggaj0qh",1
"osmo1a3ldlunrsdsru69pn0gn4dzgwmudeyj2cf0xds",2
"osmo1a3nm66sw7ejp454azqem2d88g5m7lc6d9pzgcg",2
"osmo1a3rmn6hf3t2vmntcmawnqhll6uhtmav0sxrsy8",4
"osmo1a44hw83p73mj00z4vjs07722y57wwhl8xstyny",2
"osmo1a4elz2zltdxjjlps5zxqqw5hxvv6fg3khjl2qp",1
"osmo1a4f70w2fsevrl7gk7xqpujlrhdck0s0qw9nj03",2
"osmo1a4h860nmfgqustk48l0rhkyff07tl3pe7dd3rm",1
"osmo1a4jkhl5f3se7pcfkuvrzslprkz7rmlaqjlq2p5",2
"osmo1a4qhchakg5s9qnydqh334pean9hj7d37pknrry",1
"osmo1a4x403nxvg8979dj6m2w4l82apqtg3mxwlys8y",3
"osmo1a52z7hv44drvfupr3c6zpdclp70cy3cl62urvc",3
"osmo1a56mx837787a503cqyzzexyp76lz00k3kmjn5d",3
"osmo1a5ankzyjxy2cdlfnx9e7cwlvdl4adun958xdp7",1
"osmo1a5ce3g4ja3veuyx3u38gvj7q9ky36fn73882u4",3
"osmo1a5k7v7r8zglta5k3r0f5gh27fqwjn2kh25ach4",3
"osmo1a5kaehuk3zhkjrtx2uq30dgxj35a3evvqjugz4",2
"osmo1a5s3t6w6v0xq6m33cwu55c0plsr6xqf4mmnj05",4
"osmo1a5vnsx960nxh7hl8u49ua76uqjaqxhc79ug72n",4
"osmo1a5vqcg0wf7hz2kp9mhqskuc82wff6u3pk2h0sz",2
"osmo1a5wct5a0yqkq6q0xgc96nksgjjxlg4qt6numut",1
"osmo1a5xvyl2p549qdfn83mftp72wnmjqv8juh8d67d",3
"osmo1a60h9rgq4phn9d8ut2j89kdv5lqfdnld88jhhq",2
"osmo1a6452kzf5dqhr4lc5t5w74kgmxwnnqr27kfqme",2
"osmo1a6928zystsrpq5zxytaghyaszyrrwxgkj0yx06",2
"osmo1a693e3ptsj6a0sl0463nsr4vvg82sz0sjmkl8y",2
"osmo1a69czspmvqxpf0g6pqheleadv5xk7m0veh7ex2",3
"osmo1a6emjlrjkrfsnyf46ag9qd4ww5wfd379n8xu7z",1
"osmo1a6etlsall04x0fyharsg375hyjvxu0ykw7lm2e",1
"osmo1a6fkt2269vrr7ugl822v4q7pg8wv72zh70w67s",3
"osmo1a6k8jrker4htkpy82ea6jum0n7966vk2s854tg",1
"osmo1a6kpy4akuh0sww2hll203zv6ykzycrte8gv2tz",1
"osmo1a6mjc0nzrpzdr94s7hffthuscehy96h84runs0",4
"osmo1a6thd5khmu2uczleck45nulzqznuy0qvqv7vkh",4
"osmo1a76q3n4pdty3559p2xt54pax5h2t2s52ymun3f",4
"osmo1a79rltw7xfrkmeem8n0p96jvzlf8kfmyjr4nux",4
"osmo1a7fv7rlpur8as7uuln86t579rk5848dp0gpc84",4
"osmo1a7g97meaqjg00x27dq060aym0g9an5ufnrmupt",2
"osmo1a7p6zpjnt3sy5wke2lvegw6ltkzktwutu4xlq0",1
"osmo1a7r3mjntlfesgmgv3xsjg6ljm9ymzlpjx0fkks",3
"osmo1a7u4f6n7zff4jdadce4zhq7ql5leuecje3a8mc",2
"osmo1a7unnd2yj958elqfmngx7nzh6z3pfhspc98rps",2
"osmo1a7xs52lceqr2h4pgkt9478tvnz0q80n8ryyf9d",4
"osmo1a7xy4em6w0xfztpwdputvg8sfh6rm4t5lj58zx",4
"osmo1a7ynzvct39zknpcdyn74k9xnan3g3vurvwxjml",4
"osmo1a7zgasrrnjaqnqgj74ma6mrqx96lfhtfrp6cfw",4
"osmo1a7zpfdzvs9pvdc3py8ve855h6zvg59zahk9vjl",3
"osmo1a7zqf5frrh72cp9d6gqdm4hc3ptflftxzgvtzr",2
"osmo1a83n4zhsyf7w52xrsjajp5ta0rng3tgkm6025w",1
"osmo1a862dwfs3fj483k5cek32ghre6h6905s299n5k",1
"osmo1a88cwjn032tjut90xjyggrrs3x9krmxmeqdznf",1
"osmo1a89chpfgppllafptht8fygj088m3wx2cwpxxhy",2
"osmo1a8c57rd093ymkl752mv6eg55nuycpqqspwx9f8",2
"osmo1a8c5pex75w8wum7hk8unyyd9g7uxmyqrxvgw5t",1
"osmo1a8e3lyuym5fcuq074gdja6lfl6vaxdgjlu6en7",4
"osmo1a8ew82e2ezv0pgq7ntknqjzlnrkdele7x33fnq",4
"osmo1a8fp85r57n844kqjfv2mxe2zp40genvhku9vtc",2
"osmo1a8gx9m553deeajj8jcdlp37tgwqyy2c0yawv38",2
"osmo1a8rajrqxjpymle2ul477x2muuqlecmupkhxwsz",2
"osmo1a8rup39hawsxka85fzyjd7yspahu8752phc57l",2
"osmo1a8sg0kh3ffny5a6mzmalqgvk5mxuf9q0a3hp6v",2
"osmo1a8u02d5y8a9mlwkkvwegeurhxu8kc970sjvqfv",3
"osmo1a8u9eeqgnz4rlkrppvhaxjsk7a2ecnpu0a85h0",4
"osmo1a8wnenq6rpaxs3uu7umkwa855a988wec43zdrs",2
"osmo1a93xapumgtj4cnvdd8j699tpu7k6lc87zmh9uu",2
"osmo1a97lyhjuxleyszx8exgn7yzdjzgqdyq842nj3z",2
"osmo1a98eqwywawm525q0t3pyghgfphyjc76e8y5qzm",2
"osmo1a99xspqfq0e0q6mwvyv6qdf7gd8ryf72c35qze",1
"osmo1a9anpgd54vycl0ktuy2jgz0h00a9nskz8c5gy9",1
"osmo1a9h8ffdjrhx5v4q0r5v2zxwdsgfpqv8j7qqdd9",1
"osmo1a9vgr6f2ag4lkz0jrd9t2uyxp3yqagn6epzwsk",4
"osmo1a9yu749xgn9l9gwkxhwsfqv47whf38yd6xlq2d",1
"osmo1aa0htt479sjedndgyzl9r0g7wp4um9nwldn0gp",2
"osmo1aa28gmz22n3ysgen6gxs9pdu0l8l3x297ncqag",4
"osmo1aa47dm4zsdqvqmaszpxksxwanuysul2lj2wgxl",2
"osmo1aacd9vrkqen9zw77du0ffe7ag9kqsrve66g8f9",1
"osmo1aaedz5e9pd7ppjusxg4y909hp0kgweyar8mxjk",1
"osmo1aakyhr03tel5zv368k8tcreszme2r2q9ylaqst",1
"osmo1aapcx27uy3pyaracs46d5mnwe5gedmute43286",1
"osmo1aardv7vqdvrw6amavrnpefmevjv8h3c66nvrcn",4
"osmo1aauu5av3kl4c0n49q5tglncg7g3ttr9vsz24qh",2
"osmo1aawz0h7n808cq77n7d72kwvdzp667mfuwnm09t",2
"osmo1ac80gj7zzukew8nj6kuqf5eu2w974m9d9nmuml",3
"osmo1acc36e5azz4m6l2nvfjc7awt5nsd0lhywkve8e",3
"osmo1acdahs2mr49hv5420zy2ekyv4ckrpshvrwqgdw",1
"osmo1acen6k83vd8jrg8e86exgjewhtlz7pea9xm4yv",1
"osmo1achyrhanatq9yurc78yhk4yed43jvs836nm7y3",3
"osmo1acrm8q7pg8vgajzys4paffhyd4pvp3lwjr0z3d",3
"osmo1actesul6kn55wnjfmttrr2mudu5762hhvj0pzr",4
"osmo1actqxn40tfwx46u9p8h52zvptecsxa5hw4ltln",1
"osmo1ad78qlqwgfc0mranl5fuzjpctdnwx03jvsmt5w",1
"osmo1ad9kjv3xqd8t67r4r0vql6p6t77sgsaxfncu38",1
