"voter","count"
"osmo1hq35jj6hc2fg09eyhlsu43fqasj5zys9jpk6sl",4
"osmo1hq642e0cjsg3a0lqtmn6gqrp280q7xe6vvf78t",4
"osmo1hq8at9kl6q4gy7upn8a64z34jj0hn73xfk6mpp",1
"osmo1hq8r7gqnx9g6pewftrvp8k49se76pws6pe5hx0",4
"osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer",2
"osmo1hq9dw7dj4cdgxueuy7a92a3z070eczp67hsn3v",3
"osmo1hqsjmxstdhugghu2x5ytwrl5daqz955rlm0ufn",4
"osmo1hqwhf60933tyjqdry8tp9nxs4sf52sxwmjjldv",3
"osmo1hqws85d4nalq80uvzp9n9dhvhwkmt56ful9dtk",1
"osmo1hqxz2vtyd8yexm826rwan9tdmyfd5lxqz2x077",1
"osmo1hqy4khwqfcuemsqs7qcpde4ug092jlzdl64u3a",1
"osmo1hr3w73kz5zrsdrv36lv3cc802x95vlsx95v334",3
"osmo1hr4axevyz0mn7fdj2kq6znw80fvr2lc6xe62xv",2
"osmo1hr5s4seu2qrd3pgnqmh9jfldwp3hc084qe3a24",2
"osmo1hr67lf0js9cu4svd2y7tpjkzd7pynl2v7933k0",1
"osmo1hr9ljvud28wlaq8fm9ggx4ja2gyjee0ajan8a4",1
"osmo1hrk0g93ydxg7pfuup59kanlqarce76p5m2nf92",1
"osmo1hrk58jath7wtwtjtm293mesd2h0c7phceck3ct",2
"osmo1hru20dmpfqksrle6r0w45hdk649jv0ecahs523",3
"osmo1hrw6rm2gvut88tjgdzpsy97p6ct7l547z6x2ak",1
"osmo1hrycrqsad4pecx4dn09330eataxukjj3thcgva",1
"osmo1hs2k4jyyx5azj30dtg633672vhkj9xkefa5gf4",1
"osmo1hs4s90uh237pqfm39g4t09dyu6mc2rqqqp89ss",1
"osmo1hscrpgpts4yt7g957x9gxhlnpsnz6c8k5tsjqs",1
"osmo1hsf554j55kv0fxn4ezn5qmuuahshuywwydteyu",3
"osmo1hshf48mzg4ckx0jx9c33sykea5ph97lmft3jll",2
"osmo1hskd5p6nf7dc4r49c757k84n2qje7qfg9mwref",1
"osmo1hsum24m93978hfa8hj5tht4r90v2t6puwvaqdf",4
"osmo1ht2q77daxyeqzfrh3k0nfvwyh0ngz0wwrgzwky",2
"osmo1ht3uey6ncvgaayj2gfx0l39dsmddds66j6qevw",3
"osmo1ht9sk7kduvd70fnzr2kgkdru08yz2lg3nhm3ph",2
"osmo1htt3jle5qht8ju90atyuuzr32nj628d9ynr5ce",3
"osmo1httpaanwk7rtn20ewj5mnnz0v7w99wnuuq386m",1
"osmo1htujjtahml9xy5hhhvkyys4945h693as3aqwg7",1
"osmo1htza8eeg8cxkmf3cj3f559enu07n6l3vtthfma",3
"osmo1hu693n3czjmrjzp47xanz5j8a450zdw38p83sm",2
"osmo1hu7pm6az7qf722gfxpt0gmuyc8u0c2hdyydvnv",2
"osmo1huflxe7hcw9vks63ae2pdagmz7ypcqeprx7nus",2
"osmo1hukvchp0pp5kz7ggpphnt6c53l99geu9tk2fgf",1
"osmo1hunjk62y8m72538zd6qx9fzv92cekyd54n0998",1
"osmo1huqjpv4n6z3jfkezz00j33tzvs9ec94rqqvze9",2
"osmo1huwakhh0cntj7f28ddegruk3dg6cj65ehydd7z",3
"osmo1hv9zsqrezf7pwu7pnx3vkl2etud5np7h4ryyfs",4
"osmo1hvg6dh0vvgnsu660yckjq00p684q6eqc5jcydk",3
"osmo1hvgwl3pzflkqwuhmxf46dje6ena96x742xhrpx",1
"osmo1hvh87pm0793kn4mn5md6umsv0w99secluz9rf5",2
"osmo1hvhyscz3s2nwra3q8x842z7rttvfg2dadwuygn",2
"osmo1hvmlu2ehw7uu7655arjw7sfled4c8gewevt3j7",4
"osmo1hvsdf03tl6w5pnfvfv5g8uphjd4wfw2hc8tk9l",1
"osmo1hvufcrz2tmsar3ryl04lptu96zm0x899xvcgsj",3
"osmo1hw5xnhaxnt7y6e9xx5phl56a8qe5nyy0wr479q",2
"osmo1hw6eadrrvmzt322y7wj8t6px9gnanjcc7rdy6e",3
"osmo1hw82r8fd7u5wzk0l4dj58m00x3a0j7phxna3mt",2
"osmo1hw89arhsyfp982lwttamfnptxsfh4shynu9lz0",1
"osmo1hwesgvtcgew6n7dt04f2wqm7tmzlns7dk03zr0",1
"osmo1hweykrmnzxv8hmkz9hr92rzramkjducexjqscn",4
"osmo1hwh9dy9tkdsljshzp4aekvu6dcrvhdsmptq3t7",4
"osmo1hwj9reyqueawk900jtfk8s2hx46e3ztll67322",4
"osmo1hwmzxy6v7u0wzvuun4vand0hym0a5s8hdvq6xf",2
"osmo1hwuvhvgpga8n7p3tdfductq23aegnge7qtdtcd",4
"osmo1hx5eeyjep4dwgckys9xx34akvtpy4ga3sjz2lk",4
"osmo1hx9w4agzgfy5uljqqwm27yfu3l2994azjh6cfk",1
"osmo1hxl0l3g7kjjdadnxn66qe0e3szk4zhwefhdmms",1
"osmo1hxmfyj0vxtgt38v484d50wlte842mx5hjtpr5d",4
"osmo1hxmm2kz45rflsl4tsjyhh6ncjyfhanc25k5j2j",1
"osmo1hxqqcq89cvrvdddknfapmz48wd88dmla23ecq4",4
"osmo1hxvxkkk40ar6e2dampg3mwtydy9ckxyxjtgmeh",1
"osmo1hxyaa7h6avr0tttgrupqjcszmglvh7k9yfdsh8",2
"osmo1hxyvd58453qyyammn728dfp62mzlndfurps3ck",2
"osmo1hy6t9dkshtxzlr2ma5t99wt23yuak0tredxh9s",4
"osmo1hylnfwdvde3fzwa87zsmcg8lx5gwl3vtax7n8r",1
"osmo1hylwur6sheparn60g5vd3jjec0cvm4j55hfgwp",3
"osmo1hysansn7a5zyjwxj9tflp2v3rrxfq5zetgy04j",4
"osmo1hytefvwzzdw2ma27ecp33y8w9ehr5nwwcupvv4",1
"osmo1hyxkrvmxhx0xdy3s4pw8cgy4sajw8fcpq8lv6j",4
"osmo1hz9n9gk4hp6phax3fpqn6uzt9q9wjtq990npxs",3
"osmo1hzatp4ghm7kkg622mcjy65lry0e36k6ah05seq",3
"osmo1hzhkfm8hqee0em9gdahupwn2rrjrtfkphm8ghn",2
"osmo1hzkdgc54a94d4d7k4xpryanv89kezz6dlnnkw4",1
"osmo1hzkqj8uwaj7gf0c272gxq67e8udznkhcsn2rgp",3
"osmo1hzun7jev8s3zz74v86p4ztt875jukgr4c34e30",1
"osmo1hzw7zj55uera2yf88val44rwuzs3rrtaeuveel",2
"osmo1j03e2s2zw6lv0kmugx6nd34vvqvmc5jya6jvxf",4
"osmo1j053fyvnkkxq25dzczt7dsgrgqnq6u7wkmhj72",3
"osmo1j08f7g7st62tzyh5jnt3a8adsd02rumgaspvu8",1
"osmo1j0lke2jmuwxqh0zgs2kkk95stghl5l0rz083q0",1
"osmo1j0lq4ynh3ct6kr09uh8x3dau57dt6uzpjzd8xv",2
"osmo1j0m7ttzrmjetj0juj0698pflw3a86ddt653r2m",3
"osmo1j0mweczg7qk9jfvweuch3zzw38a6uvqj6nl9jk",1
"osmo1j0rahtjwhqq8vmy857qc5hpk6805xqmr2lfg0c",2
"osmo1j0sj3fqkqvmhhxwx33c8hmc79aylfvd4yc4480",1
"osmo1j0wf9z3582zvujnl6udmm7q63j6yjtn35zca8q",4
"osmo1j0xhrzgmkxd5z6chc76dtzvjezg9sh5xatlu0m",1
"osmo1j0yd66z8cestmequhfc06853a33du7p9dj6jgf",1
"osmo1j22ua92fcs6lfljukdxfys97jqr223mwaaxqnn",1
"osmo1j24l07l9kjnzucgj20wjwxpq6xdumywv8rtds4",4
"osmo1j25y9syv5xmkgunhas9np8dml3k6pv4pm47y3e",1
"osmo1j293khpagez8fem400549f6qmd37l7pw6xgprk",1
"osmo1j2ex9qnmmw8frxh7m6qwkj6uyrvh68kesr3ezh",2
"osmo1j2exvgumqhutx6s9gl2n40lenkslgvunyen4aq",3
"osmo1j2fjyjx888tazlp3wnjwh2cxwc9c3qghxwnjp7",1
"osmo1j2mg3gk6xe8uxcujq54h33049udjq4dg6lut9s",3
"osmo1j2np3pvewgldlv9hsk6el3rm8csrm9m9kwu87y",1
"osmo1j2p20uvddftc36qs9cuy94yscfxzx3sppck5na",1
"osmo1j2pjtp43yytc7wwlcmyghaf67cgscvkhhm2jqj",1
"osmo1j2q2pjweu9j65xp6pxzgck722fc3wdtt9utsqd",1
"osmo1j2rad9qfxfqnahghdhh7nvnuwt3eh4s4r7tw4e",2
"osmo1j2ujt0p6ageu30gteax5jjzv28wcl558gez86z",4
"osmo1j2ut6jjfyxem0j4gxvtdgy8l2hpk79zgapshyv",1
"osmo1j2y96fk2maxz4j4g586xvx66y2axe230uxge62",2
"osmo1j2yydv49g3mch8qkqfz825pckz2kr7mvln6sw5",1
"osmo1j33r7g6kd6uyqcy9q9jzfjheklqm2a9nplhz94",4
"osmo1j37358v44qu9qjylc4vlaqc38ssva04waadte7",1
"osmo1j3as2nlaqst5e2l0e68yykhevqm5ftgdl9k84x",3
"osmo1j3ccxw9avmc4evxdduezwf27x8fpnp9a9h008w",1
"osmo1j3ss8m2h7k0rqnn8hewtwrc37k03hy9t92amv8",3
"osmo1j3z2lah8c4ppfez9029224a7aptmt62600w99f",3
"osmo1j42qycchpvvx0vvfezp9lle0g7gckd7jtrv9nl",1
"osmo1j47nl98fl44233tdpxxn5lr7lca6kduzcyd2rm",4
"osmo1j4dvmypy70uv5gzef2tvj244qlp7p690ksrfsz",1
"osmo1j4f50va70zt4lz79ugveq4q06lk5d6vzkj7e6g",4
"osmo1j4gvj0dwmkacv4zlmezwh8qv80fhwqx6u5myq2",1
"osmo1j4hdre32qcnep6l090nls76j3zt84svvmcmuxn",1
"osmo1j4ht7ph4qldtx46jm2vqj3hj7x970njepv4prh",4
"osmo1j4l44yxwm3gyz9utlgc7vclx5htqwv0m93v730",1
"osmo1j4rnpd3j5x967jamw3vkvfdqwdt04qpvlt692n",1
"osmo1j4xhq9nvudqzn2m62ea4az0amwffwzek5x3pwc",1
"osmo1j4z46u5hwmdqtjhkk57wl53ttar7u23dcq88jv",2
"osmo1j4zzkxejg90fzm0zf5ha5w9jsmm5gfmg3gjnsl",1
"osmo1j50n2mykqfp2flgs6ka4lkp5w4svgmmwsht3he",1
"osmo1j54er2utjnzj97hzrw7al7w77z7m4g5w4xafzk",2
"osmo1j56ey5a62fatxa3tdtvpk5zpg4ylv5u8a3px0d",1
"osmo1j58acrpwydgrthvzw96t0xymr4sy982n6lmeec",4
"osmo1j593csq0ac5rgxzjrgl6vyfptxs6c243eqgejt",1
"osmo1j5f63hxtf3raf6c9c6lka828727nce84uymzf9",4
"osmo1j5ft99lyd36e5fyp8kh8ze7qcj00relm0md4k9",2
"osmo1j5ftntpz7y2sda5t0y27ll26sj0vxm43p3jvgr",3
"osmo1j5hgq2zvhmd7gvvzc992r8s0ymwrvl6w3xlwus",4
"osmo1j5hphxfkr8l502qzm4uf4xm7zp9qqnzpuea5u2",1
"osmo1j5l0tg7nxjj84hnkyyywph2avulyzysh860g4k",4
"osmo1j5q6rdmze8udndh90868der4q6e79srj6eatxf",1
"osmo1j5wq2r93s5glpcdj2tl6qwxagxjuhczsmqvmlp",1
"osmo1j5xr0pu09z747dt507hvuc9qzhqjp286g50kkj",3
"osmo1j5yjc60m30gc3q0fc5eh0e38hgs4wtp4p79gl4",3
"osmo1j5z473jelsax74ht74vxfng2jhc0hvrkkt25xs",2
"osmo1j69657323j67s2eghpe2kmalnpaqug43tl9knu",3
"osmo1j6ehrzsmwcg7mjje8m34qmnj6txu8v58acc2g9",4
"osmo1j6njhhs6nwvxfmd590p73p9hh2t0k4tccphqca",2
"osmo1j6w0d44fx2csa5h7j6djhvjy6a2f63wa299sc7",1
"osmo1j6xavj97uuw9fxr2f0zhpcrkn2yyhl7ygs72v2",2
"osmo1j6xd6zs2j2uw9whyg8a54fg4leelatrh8pjxqg",2
"osmo1j6y7d3rl79p9p2f4p76rz7j0wqsnzrhdv8txa5",2
"osmo1j70e2x77px8tjdnvh7f0v3z6s43vzth4kfpm0v",1
"osmo1j7502jyvsva3mxxcr30yfkk6ga0uqwx7nat2xd",2
"osmo1j7dgdqxuyp99euzhkp7fx30redc9g8g0z035ll",1
"osmo1j7e56tu6tgrnwmfy3za3ygmlk7uhsgz7hm8cen",4
"osmo1j7en2pzkmvlgewqylgdzw8nyh968552t5qwzex",4
"osmo1j7qhewcns2ns82x5v90re8u0wa4rs99he46qlz",4
"osmo1j7twdqarcetmx0tkmxu3n7s0xaephhepgf9qqa",3
"osmo1j7wf7kxxmahsdddqxam5eam2gvzp4hsnqqudrz",4
"osmo1j7x0wrj0dh57pmnxx07kp8nnxmgp29m555cmzk",4
"osmo1j82uymsx5p5zd77d8u6jxawlfq8nu23cddl4tu",4
"osmo1j8888s7enre9m0garphkqsc645w3n0ce92r73a",1
"osmo1j88ejc59fexkt5xgpgrsxndspc9fhd8zttv9xv",3
"osmo1j89kgk59ujwzczu42w6c2vq9wl6u2tjj0dgsqh",2
"osmo1j89p2jyvh607p96saeh28sl9uyqtdky73a9cfx",3
"osmo1j8c7n3ahrjygjncatx7fwg0fz2ungt8m3qdafn",1
"osmo1j8gpqjk7phszpkyh0u26mnf53pca3nyta8plcq",1
"osmo1j8jh8jzsn3wpy5lc8xzrv336963xtg0vtvvylc",3
"osmo1j8ke4ma6nleg5yzmd0pj2pm0pdtpmrprd5752y",2
"osmo1j8nsxvwd266hx8ny25j8a98yq6uzn77frjuddz",2
"osmo1j8pf05c6vn4pa0xf755ug6p37yfc403xjfq22p",2
"osmo1j8s62exj68y2lay7c39jl6sy2xtcc2vx6aeq29",1
"osmo1j94735wfgws9g0ha5wxk5g7jzcy76utdj28jlm",1
"osmo1j94a5843ch3mekh40p0s3fhqxds02yncd07net",1
"osmo1j94xml4rph5q7mg2l0d3z7673g2qux4hze4zer",4
"osmo1j95k04dkf45pn4l6hewf9qmkj4kvwdf5uxvhpy",2
"osmo1j98vu3jeh8eff9fhgmqnnaw20d6dfmm52d796q",4
"osmo1j9cuhd3lrwsm98dj2hs6wf8t90580c56sl7p59",1
"osmo1j9cvr949dkuyq7kpr8am89re73r7utlfrn8pjq",1
"osmo1j9en47cu0k29j8xgyfxltruneeaw2rznewumtl",4
"osmo1j9en9zlfjuryj7z3p8krrcfaumn7f5effvt0el",3
"osmo1j9gc8kex8djc8y9ns83v0f46kt2rrkdzy6lpks",4
"osmo1j9ltrfky63dka2z98h8zam7g06el56ut42gfvw",2
"osmo1j9lvc646ham42a8n25277su0v9lphn5uj82fl6",2
"osmo1j9tsduatqra037xjyy2t6c96xxksax8ehv3af4",2
"osmo1j9v6msces5xsgskjunkec0qld2l7rpjdl2dukn",1
"osmo1j9vwmtdkg2q9l94hvcmpen2pk72mptre6uelfv",3
"osmo1jaasyrd0k2f8ytt30m7g52fn2u56m80rymesc9",1
"osmo1jaey7087uuncesrxp0fk7frxwv4kyu6ywa480r",3
"osmo1jakamejcp4tje23a983nx43q9tmwy63f49xszx",3
"osmo1jamdpre44ywhswx8khxnz3fx6a5hsj6j9g4jkz",2
"osmo1jamnvjked356gu4j6aa848slfq3hz7edng8h5h",3
"osmo1japufgdf82gtm0rxq3y3aasq905d4ek5r8cspw",2
"osmo1jaz37e7ekjxkpvkxh3gvat5frrzvptu2aud3kw",1
"osmo1jc0sg0zjpz35gw4tlgn7efyzsmx87zsc8vwem9",1
"osmo1jc0tlh05g4dz6j208ph0qyxyjsgyjrmcee4kfz",2
"osmo1jc25psarsl7esm9pasyxhvyvhygrnu8kacnqpv",1
"osmo1jc2y74x2pl4aw208f6mws3xcmrl2qg5gyyyvlq",1
"osmo1jc3xymf7luluv3fmpnd7r6gw0qg0rlsxh62573",1
"osmo1jc6ex49x3tr7ha3pxkfgewm0u2y6w27kqwce4e",4
"osmo1jc9d4zjz00h99aqndjuvy8a9lhdhl762vzlrlr",4
"osmo1jc9ugmdjygpfcrw50mr52p3c0djtedaymed08l",3
"osmo1jcqp9ffc8zhymetdh8eqt383fvvfm29lnz83e8",1
"osmo1jcyq38jzzsaa4zmjfhw32s007882cq0t3zsl66",2
"osmo1jcz4txe5kl9e0u0hrkpnst54z46adaceldmh5y",3
"osmo1jd475kc6wp630nsxcj83mlglcc582000wqjc0d",4
"osmo1jdgyz058su4mhp3v0ejf8jgegdwage2uvy3etq",1
"osmo1jdkd57kyj0ps6y8ev2sktxzteavsqzm8cxzlsu",2
"osmo1jdpkj9smrmvh9sgen3vgwgnwgy27k3jputfcg3",1
"osmo1jdptkl5r3rkwh3yx85ffe0yjjccsrxkahc2c32",3
"osmo1jdrx7npnt39jw629ff8f9s0y50g3lpddypcxh9",2
"osmo1jdven2lq8nk6n5qzy2xnrylnf4kzwyrm8tqy8x",3
"osmo1jdvxquj6949lre3hjjf8r5ae0xlrwwyxxe6xlw",1
"osmo1jdwptl97ttqh8ku6y8lnx5lm9muj4cwswc6m8m",2
"osmo1jdxurh4lte79dz03ktxq2cdvje2yyaftq92fr0",2
"osmo1je0xks65pp6jrqg2ztkskmzy49vpgcz2tqzf0t",1
"osmo1je2sumwg0wfhu6lkx7q4ey7a4tr66hhfeqjrwx",1
"osmo1je6lgjymvve4q3cklk0ce94c39942u0p2qyuqx",1
"osmo1je6tnwv7ecrrfcchkrcc3v9htzvmchj9cec7p5",1
"osmo1jecwwwwjtu4esrq6nc6qfwxtvj5q8ucpwmqeyq",1
"osmo1jeeh7hlfzmulu0ge33xd6c64x7tnjxgun25xfn",2
"osmo1jejsvktjgm9amf4zkwxqpw0qecatmfpc8hwvuw",2
"osmo1jejtj2auqk3te7xygwucfnyyv0rvqfz9um0r0w",3
"osmo1jem5qmje8wskepea5vy3gzyqxe66p387zm0928",1
"osmo1jevdtc4ev3r5gys6a8eg398s636t3dwuju9m8l",3
"osmo1jextv724kkue3pt3me2zyyun9jaj75m39drtn5",1
"osmo1jexvnyd84mry4rpm0w2ueahjxwevpmnp4rh674",2
"osmo1jf3qswkx54zwawptcusvqaz648dly48qjcdpns",1
"osmo1jf73ggc8pag8thyjjp84wqtma7enat90u9a8ay",4
"osmo1jf7u589sr24ae47stkfl93t5xkjut3sr5ml2r9",3
"osmo1jf8tkclfkf47tvzd0d4czzsperygr5vytnxsek",2
"osmo1jfdcgftavmjkeud4cvg7nfnh229cxm2wnv7xxv",1
"osmo1jfgkfy028z6yr6z7qpg6dfch3l67u6lryx3n09",1
"osmo1jfncfv0gltxjmw6kfvqval372djr4h7zvcelzg",3
"osmo1jfrs6r5q9shj0w27ydm3gn86pa44fh9ahajsfe",3
"osmo1jftkt4q6xrat3hlgdxz5r4anzxr8jl3swfd03c",3
"osmo1jfvhlyh55k5vc59sgdhltnpthajmcy25yn9ujl",4
"osmo1jfy2dg4dka0qkccp2zfyk65dz6xqv0y6ra0xz0",2
"osmo1jfy6yhmea7w73twdzn5epsvupvzzdw5ppla3tm",2
"osmo1jg2v4y8s32kln5g3933c6edxlu40glcmrhkf0c",4
"osmo1jg45530ykqnr4x234eh6k3u6pc2l84wjrcpmvc",1
"osmo1jgfmpq3c9p2gxt02m7cy8tpen820n9c23et7ld",3
"osmo1jgl7us5dqaecwsqk70f005jtaka242vygdvmfc",1
"osmo1jglmp3lq5hhwwnj2cfm8awrh4m6dkpq3upytec",4
"osmo1jgsskpq4hng3ykjp64ywxqcp4kwke5a8x9jjym",2
"osmo1jguc524lzk46cjfnn82ufufledxusffmhfcauj",4
"osmo1jgxlx40xd7qhldpnl400rwx847ycq7wkcgwk6l",4
"osmo1jgzjez5jje5kv7w0pjrmztjehvt0582vcl6wnk",3
"osmo1jh3jje89dd2yadaum8maeccfndvn88gfzscchc",4
"osmo1jh8u6d8vdgrflqvqcmujhfl587mvkjx8uxpfkt",3
"osmo1jhf5jtjgv57wyl07pyfdjxrh76qcj6ldeyp2pf",4
"osmo1jhfr9mml46cg9cj4z97afpga064t20my0du88h",1
"osmo1jhhmwmz2e6jcnne6wq5ly8uv0c97l63a7s0w59",1
"osmo1jhtfutaj57vvh6qnsqlrktnay7vxv7decanw9d",4
"osmo1jhvatcnk4ss5qcsr2v6vstezcurn8yvqycqxw4",3
"osmo1jj3curtujy9qye5fjmx2qj2whany3zv7whq83q",1
"osmo1jj56p8hvg59mrexvl7j4qh8aw5qlw6k5dele36",4
"osmo1jj6tc2ery29cnjtnfh2lv5jr3ujufa0g05ymrm",2
"osmo1jjae6rdaq876lzjfc627zt4cswm6l4ttrxurpf",1
"osmo1jjaqswceuf9r4zpkqnczqkxwfqyhda9saa7zdt",2
"osmo1jje3pmwytqsxyu4ytymh0sr880ugm6gn9wssym",1
"osmo1jjwf2052uy7fvl8tl65lgxnyr7mggc7vzxrg2y",3
"osmo1jk4a54lkjc78uskl70cvqvl58sx2tukyflu94q",4
"osmo1jk8tcyue58znds2ja53du0xn4gqsffqn6fyf0s",3
"osmo1jkcnphhve2xa5en6hcck2v9dzma8qkqch8zvnn",4
"osmo1jkfkvlyw2ckaymuks2e8jkt7yhdw080dqsr499",4
"osmo1jkgrp3v58ljumzdlvykuj3zrgufcl8jmvyqcr8",3
"osmo1jkl7tkgaq5vky4dhafyrvqzjtxhtcvj7zvla6n",4
"osmo1jkprq933cjy9lllzl372v6ezlw24qd507gdc25",3
"osmo1jktmtgf3dqf8uyktk9e2yzese9ddav549ccwsz",2
"osmo1jkx48huh6k9clvtrw8rrc73lqnu4qljxs8njcy",3
"osmo1jkz06rn3r5l3qrvf9a83drvqsx0v6taset89wz",1
"osmo1jl82qy8645dpmrcxe64wfxtq8rygyxlrxa4glj",4
"osmo1jl9xcawfw0uwp2pz59l9nluk4v5me449zun9g6",4
"osmo1jlansk5dzdps0yzm75vry070ugfarkqdhgyjgr",3
"osmo1jlekzdf0t3d9cte809dzklwu8wwhtw3d3w0ysp",2
"osmo1jlf8g8vmfhjm666kq5x5uluwkxl533exvtqj7m",4
"osmo1jlfh2fsl28mccmyfgvcm9ntpr3xwnhtr39g73g",1
"osmo1jlht9xs2ru4zj5vhx8rpng0x98aw7xcrvx48s4",4
"osmo1jll0mmlutjmn6fh6trln4avm0p239nf86hfvgv",4
"osmo1jlzfx7qcz7t47htgxgyfhh2a3zga4lrjqgcmj6",1
"osmo1jlzmvmjka5rszr97gvyr7fen6rx5y756qal08j",1
"osmo1jm5n20365myhtpzj9eauvcl8neu6nemzzl6ywt",1
"osmo1jmas786hwwdxs2ymaae0jn8mdmz59v3vn2866w",2
"osmo1jmcf5na86q3s7hpvsurj7vce9mh77slpmj4wn8",1
"osmo1jmcng4r5gw9zyxykpyxyk8lq9ja66nwzxh59xx",1
"osmo1jmhm9glzugvu8a6tudyle9zgs62avkx9hyfps3",3
"osmo1jmjjga3j2qymr2v75x3p92wwmv0x6ch66x523p",3
"osmo1jmjjk8xy3r6dydlewss4gyhz7cdnxse2dxuzsw",2
"osmo1jmlfk5cuykjewpxem9stxw85hr4mnwlfc6gee0",1
"osmo1jmlprar98c3j03akd2mmkurjtgkla4yz437xjx",2
"osmo1jmmzf3xp2mxw3f4dm46zcumluadjdae2c90xzl",1
"osmo1jmnh7zffx2tulcx4ac40g8ghxtk0tqrzc5x49f",2
"osmo1jmvshjwlu956nh6lhqd22dfyr2rzpvep2klhec",3
"osmo1jmy79lu8247rg4c7d67hv9wds7r0e9eg0ed0sm",1
"osmo1jn4sj036wrmvv9q06vescr2qx576y5hgwej2as",4
"osmo1jn673qfnpmxp74gfda8yy64d0625uepgexdrzf",4
"osmo1jn6nmgqxsvxlu9xlthcx8t2vde8pkgrj2zck50",1
"osmo1jn9rekhdgned6zym7fcafw5ryzfgvmt6xrge3w",1
"osmo1jnajknc4qzgcvsjz5tjacff24wt7lzm5k0ayw7",1
"osmo1jnew7cna02t7uz9lldhc3cswxvz9prm44wsumy",2
"osmo1jnfa67ucr9uuulamg429j3sv7f7kv36jlfclmv",2
"osmo1jnhje42mwh7yzxcc459vl3vpnn9a05m6sdt4s6",2
"osmo1jnp8ez0nlen24hr8npmjhefd2facq0x479krsn",1
"osmo1jnpevf3zg3wc3vyqssxu96lz899g00skk60rtg",4
"osmo1jnshptet6chflna8aha2rk90230lylst3fuy4s",2
"osmo1jnz66xr9wh0s3nfxk2xadfcdkh3vqjl0nmk8rl",1
"osmo1jp2c9j2ap28cd7ftzlw2ngf3tfyktzlyxjulyn",3
"osmo1jp69yu9wseqzsedkpgyg60hvs46vg50vt6uqk7",3
"osmo1jp707va3cq4vy7gkt9nxtu8jxh4uqupw2ws2mk",3
"osmo1jpj2v82fkp795cwajuf0m3lywfhvjmv84zdgyf",4
"osmo1jpj60t5kgyeh5anpfd2lyxjmdtcteptgjy7e5z",1
"osmo1jpk9z2qlv32laetmzr3c3llfk47za8qwup9mpv",4
"osmo1jpm5amugqhyrl5y036f3h8cev3vrldunaqe79s",4
"osmo1jpthxvpa2lcf63d8tuypsq9hgqukkumlcpyfec",3
"osmo1jpv8lhrkaqw5mznvx8yceh42p9xxaahqjwm3am",1
"osmo1jpxsa3e3t57jhj0rmk9ezjaa597e264tlnvsxl",3
"osmo1jpzrhu23ddhl4tvzamur2paflh38phxhwkpn3d",2
"osmo1jq6rpkf233jq9h98tlarzk8w3pl3lx87chzmu4",3
"osmo1jq6sxejrmzs88zedwk7dcg8k0fsguucqhm35sc",1
"osmo1jq8q6sact9e5tnzaxp5wkt739nd0rh922mmf8d",1
"osmo1jqe4h6gu68drc859s8dtlt45k9rp2al58pw27u",1
"osmo1jqs3l46av7tuqmhngp0rdehzwca6cua4cz2dn5",3
"osmo1jqtp7348ejj9qvgtulavua0vu7g94ecll9v8fl",2
"osmo1jqxkm70urhs96uf6z0k3ur6qk56arzjqm3rt6c",1
"osmo1jqy8p9ze0aps0qsgqe6kjvjaz0ln344s4grqnm",1
"osmo1jr4l8ugp63zy6lnzax996pda50zysg3n8kzhdx",1
"osmo1jr5j6q3ug4n8y52g435sqag6znkejjx03wla4f",2
"osmo1jr7kr3pxhfehv2v2huuruk963cn2e6sv0j2psm",1
"osmo1jrfj0vy4t6dfwervf298ph7c4q2rek284tdtxl",1
"osmo1jrpq0thzykx9jfla3p225hsr84p5ndq4xf2ntg",3
"osmo1jrqjwrsknlnufg9qkdfyylsjlaywtdg7vluzzk",3
"osmo1jrvxhrm5j9sy3qqsz80pyem6psy0vgq487ntsy",1
"osmo1js2p0vzlwh4r0wruz8hy29m73vn3jejpw33e2g",2
"osmo1js2sytlnx6ykqz353t29nqafz0fs3pz8hr93k6",1
"osmo1js3l90529h0tt4pspjtrdyhka4va3pdwu77gfy",1
"osmo1js4f9mnjastquhcnpq32yzrlj2da3ygctadys0",2
"osmo1js638yd8j0yjwg3md9qm2aqc0zc008h0s23xxe",3
"osmo1js9u3fqkqfla32rd993827m65qkkt5uf53mqhr",2
"osmo1jsc2k2j2fl6mkpvldtt7nsya8dlxw5zhngk2lv",1
"osmo1jsdkx6f4ghen437lhv4ehchg2s5jwyqnqd0xsh",1
"osmo1jsgnax3xvasalrtx9mm36d2ccamzsxj5um005v",3
"osmo1jsj252s0qalmzkg5maesu4aj2clrrlk2ruyjgf",3
"osmo1jsj9hewhd8dvwfckmgf632r70ajaqkdvvc80un",1
"osmo1jslxslmh49wgdty6en3azmfps0r38zujr2pz4s",2
"osmo1jsp08f2ut4ruvnrfu4j47j422a9dqyjnzzzlsu",1
"osmo1jsrj0khtsh4qk8lstck40hjf8ffak2ly4y2zll",4
"osmo1jsxdhusu6zlj9cf3nrskzu7j9ac7e42a9gwhhv",2
"osmo1jt43w0q5xm2jr4ccn4l8ax4k03lvfet586l34j",1
"osmo1jtc462c0dptkx0akr9s4ncf6zdazjcwlat4nre",1
"osmo1jtnsjwuhpzaafw63m6tt28hs2wjk5q0eflcqg2",4
