address,amount
osmo1azvxe5n8larnakgwf3234yy9ww9u5nrychzshz,1086216036
osmo1azwxj7u7mcuzmq436erlks9su85m7vkydsysa0,381000000
osmo1c00s4h7dgndnem0knq30zpspjd3q042rltm4de,50010000
osmo1c02ur0d9x5gc7ggkwvlvjn8f8r2hfva30vmme4,9042682481
osmo1c04xajka33j75r877vv7235372tjuakdtps8dm,55837446
osmo1c05f07th87ds7sqsgt54mzrhqj5d2qn2u59hv6,60000000
osmo1c06k4jvdqq2j94md0mzyn4s57jzhx7edu85rqf,251221155
osmo1c08p98tzt27qs79fqt8w8q6xg34wuwjkd88ufh,104512282
osmo1c0atzyvzlhn0ggnkqrn8vp7tnxnpfkxf6v89hw,300000000
osmo1c0c69p362467emvcwcz84n5lk6grqe04tneu4x,51000000
osmo1c0d653p6z2x6zhanam78y07jnk4v43m836uy7l,580311894
osmo1c0dq998sw7mns8acr0t4z0cxz9nzsftprzdern,66475333
osmo1c0gmczeque6xfsmn9g4w6uhrkth6q0yzm7g368,1013700000
osmo1c0hku30ul3tvkv983yzmu37mlrveukvd8rxpk0,141730609
osmo1c0hn5gkq4xj5kcxgrvqashgtqmwt00zf7ytqmn,58500000
osmo1c0j38j8g0g6knajjfeg8f7aq9amg8lep350gj9,60203523
osmo1c0j5nfqcayqmdxjztaye93cgyp40j7sxfcz65z,73000000
osmo1c0jpzyr7r99s5uu9gzc83axc7cn0hh2s7wp47x,293000000
osmo1c0jz50maynwuh5zye43uhqqz06nahpara4x0e2,250000000
osmo1c0l29gvpj7n7wq4mmcrszvn50yt723mdcytfsa,97648036
osmo1c0lf559whes07ceyffther5acx4arlnhlc7w9m,100000000
osmo1c0mtzkw3wk73ujjmrk220fnemwz6ycqqprggsl,57136143
osmo1c0nekuje8v7clq20g6wg6jegvmzhj29eqpldh5,173095774
osmo1c0ptd0ftqjtxtmuuawd4pgd0us8nkadq2urx0d,54800000
osmo1c0q7xhs8l769c37ygxeyhj6m9yj4j9yzupeg7l,653640000
osmo1c0rg3ljpxvf5gme9m6jl2h92dn4yru37kpk8uj,318935104
osmo1c0rgmnxkz4k4uvgwge8j3v8yqu8pvrn07pxx6h,158210000
osmo1c0ryfvdd8u8cgz6rx3hkqds8fygsn07wv2tw5p,60000000
osmo1c0saf0mw255y60t92w6xhzk43dglzyqnkuujen,55000000
osmo1c0tgr288s95g8saupkx46g6rqzh2g3cfkru7tc,2340000000
osmo1c0u847k2pm0z4c8g0tkqc2ytp9zc2h4p9hc0ec,205259900
osmo1c0unkj05lxluguasyuvhpfaadwyqdvgxkfpxt4,160000000
osmo1c0vjtc7kr6e6xpp2pmvmhrp7sxghnj48na6c42,53944133
osmo1c0vya2lr5dfuarfucsln8usulecschvmz0qywz,826166831
osmo1c0wy7wkscnnkc9rkv4un3e9nhtkyc53l3ncdkh,237473497
osmo1c0y8f4pelhd3hs6qtkdkjjg6k04y9qtss2kqep,50000000
osmo1c0zycs5tnnft6qvmhducgr6qgu6f5jvfkstmja,84000000
osmo1c20s68v2xayr73dynaz6mk24aj4e365vtx0s0f,51020784
osmo1c22yx6l58jqshwzjz6hyhefwgf0jw09eeknavd,2031763475
osmo1c24fyf8pe8nlddde5eg0cmqky40zvs2f0kclfu,50080392
osmo1c2537h5ngavwmh2vz900nyx5cnra3kgmx2nufx,441644916
osmo1c25rrgakcq6qrhd7kgzyegd6xph7rqp8c7ej7a,50542849
osmo1c25w0e3j4g7qyhwv90apmq0pt3qsd4w6zavwfe,92643651
osmo1c29njllkmqsre05h06pd9s502pels7clfngyww,1561000000
osmo1c2acst2h2fpz2metrtsdpp5walk8wldvl69urj,212159773
osmo1c2dfq99rxwdck63n5fcyyx0qp3m9w0vf6myt0f,57000000
osmo1c2e5lrdcysg57v647290q5e928r6l3cx2tm5y9,91000000
osmo1c2em0zcpayn5tn52gzea2kh9hvlrerh25yecmn,229000000
osmo1c2fax6j6rrwpfr9sv5kumj3kv7ky0w5endm45d,3426215016
osmo1c2fl7azm6txp88e2mtzup084tla0769vt3q9jl,996600000
osmo1c2gehw996wngerj27q8dshjfn357ldm4m36t6s,179206160
osmo1c2htfxgfrckp85s8uarzgeuklyq0p76k0tgn76,89000000
osmo1c2l09c2gh59epg2x8gc3j8nwqcrm8ny90ga0f9,585990460
osmo1c2nesqk0hy69qzxpu9qz2z6ka8yrm0q3562k6c,361958604
osmo1c2sjgpay3s28svjnt0aqjcu77359uhv3fpw4x8,51021013
osmo1c2sld394e9slmmsct6epngl3wp8xfnj8ulhnw6,100500000
osmo1c2tkqk30z08qnxwxxc2hpspljrxutxmvlcwjec,51020377
osmo1c2uusxdtepuuptygz9flfq0tu6qv6n78kdxxv0,202771482
osmo1c2vfdwlz0dpmykhrxlc2pf4hw36m0wtnj4tjre,56180868
osmo1c2w7sxnp423935c47zwv32rgmk2zmgt8maswnx,3263070000
osmo1c2xzt6c52zuzecvj55t5wh4j8wekahqp85fteh,586000000
osmo1c34n0q9vc8s6z6v4auytupz38x8aq4n37s0u5m,126265728
osmo1c35mpyyxnuxh8uc8mcc2ryp4d2qrjfmqrzn2wf,64660000
osmo1c362wx6uzfuncgm4t0rex675pzxq7nmpej3kce,845500000
osmo1c367pkr53zesgldppllrf2rywgjw23kz82hlpm,227186214
osmo1c38ecwawlcu86rqxvhchrgg0ahvn4z23s4qzpr,71348482
osmo1c3cen2nhsyh7u9p75hptkac6rnvjuxcf8500l7,582500000
osmo1c3dgv0a635peghk2rp9sxmtvtgyy0e32upe4vj,50100000
osmo1c3dt5vttqkr22xzm2tex0wc4hy5fv6jxaw5dwj,563900000
osmo1c3ewrpvxwjf2lky24zg78leygf0agvk59wfhtl,52376186
osmo1c3f650tfm7jqk2usgay2enr9du67vhl5447j9u,6750000000
osmo1c3f6rrxx4dvk4p9d3d5rx58m2ugymjvddxc7rk,2242580539
osmo1c3fes82hy2m8cnqm4j5plj5d4exjnahfp3q8v6,386000000
osmo1c3fgjpycpenu4xwp884vsj9vc6vr3qpw9gfsyt,105000000
osmo1c3fx9z7xw09c4uz7r05zvml4pvpyfsed225x4s,115000000
osmo1c3h42qqv78djxvv62zgg0cy3l6hr0a5wh8x5a9,116114516
osmo1c3h5q209pwa5w066ppj3g03eflpwnukkzqxwhk,135168463
osmo1c3hj8rkv4l4apgfkz2uxpa3eyyrsrllnu5aj5l,1997000000
osmo1c3lt2c3qdgdnxxazqh2l5395u6fxexmcnkrlvt,183531596
osmo1c3ndyc30rmys0wu98ph4d4yzpq9qxa0hjwevrt,100000000
osmo1c3ngujcu73frk2j69crx8jmt64rsmftjksfe3f,3605723923
osmo1c3npvcxetn6ldmnfd852dz07kkjntdxfr7wesh,662892165
osmo1c3nszfph3yd4n69ntsd7thf9qzap2nxuhlygh3,210710991
osmo1c3pnt9d0kmsyycdalvrnm4l0hfx6vfwzkrhg3a,146459000
osmo1c3r0w3nn85474utrsveu24vdccuk9wjewtvx3s,570268727
osmo1c3ractq032w5cmqxllkhf8wwqu7z2hsumdwadx,100476325
osmo1c3rfgg3yjftw8q09qr456637lsfzww93qlfxcf,67000000
osmo1c3s5tk5teg5kalm05tnyf42ntupj639u8lr0sh,1500000000
osmo1c3u3ayzjucjk2ueqg0vsg4967rfjcfgn57zauv,120000000
osmo1c3vrmm2ru0x4upvl4jdlzdx26tsjcxy98d5z2m,400000000
osmo1c3vrwzd75p34qq3quu8vcnef3m5a0vsf4wnduz,130000000
osmo1c3w9m9uj54h0zxuluj2gjgs060u29tzklqjanq,109000000
osmo1c3wqq0ldvh5qt4tznwdyn0jzpzx26gfmrkszzx,2280151525
osmo1c3wwhq2q0w7xnt4uamt05uz2sg09zatjkx0fah,1594100000
osmo1c3xyqadtsn82ek68xukzhwz5sj4ltewccy7p5w,50780000
osmo1c3y4qj7h4ecpfmqrw07jw6jk3kqkdd4dtrd98p,2917012053
osmo1c3yckwags8r8gax9h2gh84ufqzpf6uyt85864f,156653878
osmo1c424mkaz83wzn4m07prvfugj8t5ucmy3en9mse,268922306
osmo1c428gtsn5lcs80pp04elz3x9n84mf53s45py0h,1147663722
osmo1c42rm58j7zkwclvg2warfnnwvf409wjla50ht4,107482297
osmo1c45wvt2lpz3rwgnapw9aypq4zq9x9fhz6rf9yq,50519000
osmo1c462267k9nk8zfwqu5kw62zu6kzysamrcvrwdu,79000000
osmo1c47026l6p3q03valrwwpff7uqsgk3kwus0utxl,50000000
osmo1c48ujzrqx6yy9shakqf8uvz56lkefy5g8r67pj,50200000
osmo1c497zfps8ljk0jhjhnj27d0kw7mne0ua528mh3,52000000
osmo1c49kpw3z8ufkfje5uj2msaywjla5z62gnjz9rm,120000000
osmo1c49u6f7g26dvx6ryw55yhstyvzwhex0n700npv,51020998
osmo1c4al9ea90psypu9k6pu2sqkdlesadqh789pgls,64878691
osmo1c4cmz96r8u5cecky0wqnrp5hwf6y5vqgpqtf60,167467621
osmo1c4dnl48rydhdmrwuhsh9npmecnx9us05dw2pnh,287517575
osmo1c4drkxvj77r6zvh3eukk8d7e9qujz3nxzhy629,51021290
osmo1c4ex3p6l5a9dvswmue92sfjxugcukrvx5hly9m,187219380
osmo1c4fu6hzxxg3xlrweeze6x2q6vuu4mqvykznvfs,53217105
osmo1c4fvgyuccp8luj26z97a23wj0jgk5mem57wvz4,1400062135
osmo1c4krhrpxurxtk4gx8tyzy8ec2z2zvpqq44a666,66257806
osmo1c4ltprtwpkz6h2hefy7753ervd77zyl5n8rqu5,79694525
osmo1c4m9aq3f5qhfwzpjn7eu6e7ml2pvqzt40nx6ra,165000000
osmo1c4n4tdyra2e4g8g7slac2ygfplefh2ugajxe9p,230000000
osmo1c4pqd5cpffgdxau9wv6yu9hs5vyj5khzcdx7rv,102000000
osmo1c4prx4s4xardzt2y6ql6c9j8a4cwr4sjch4cym,80700000
osmo1c4sc3g26en4r8qldje4my7nz7fmjc6a8za5u8t,1079189393
osmo1c4ss4zq2r9adhpprd2rxdr3k2jsnk5ee6hu6xj,293282056
osmo1c4tkty7kdd3td25sqs66yvyq6q5905qt8t35fd,64474991
osmo1c4uu90ummt06fknuxxjfu4xt7rz59585dy7gl7,7015000000
osmo1c4ux38yh77q8kjmg68f29kxw4rt3wlxaz6egh7,73000000
osmo1c4v5zhhkx6nmx33jxvkau3q40qafsn9cnwv58t,151901264
osmo1c4w7pez43j7edz9rsjk6t95j8uxk7jcllrdvp6,75796417
osmo1c50sqtwkf8puj5mpqaueksgkv2yzv9cwg80jj2,271772612
osmo1c52gev8q7ku4txsexc7rmerpcs9yravux4rry2,400300000
osmo1c53m7vcuurrg7yuvlneqtj43g5y0ge7kfr2ude,104775543
osmo1c53pvs5j7hwluhhy4aujk6mwuwfvmdms4k2vq7,204438677
osmo1c54amkr76yhy6v9s06vt2agvrhfyrr2p7m2vq4,1750000000
osmo1c54p7zylpk8xst40v572kl4327v7e2gqsm6ctr,502835068
osmo1c55zxzgeypz4ujmckxcr0nxaum9d9vsudh5rkh,50100000
osmo1c583wpd9h8a3khk4c3eq7w0udny76mh5mssans,50915744
osmo1c585ey30z5vq5stmytjjvgrk4p3yhpj04f97mp,51000000
osmo1c58qvsqfftuutdrmmukcldp3ex02m6u8248xkn,101000000
osmo1c5am498hewkt7srprvyuesm0h97pll9w7u504h,120000000
osmo1c5crtusnytw0e59d6s2ftas7d4vnjjc96zmrp5,51720000
osmo1c5egaqd29g04mc7308n4tsahvxnwsnkzl7wful,143900000
osmo1c5gyuwv4l9d0yfwyf0tlgjdmhx99nmcmzt4gec,153535048
osmo1c5h6fxc0e2luzxcy5rsga9zgas5drkp5xqqqh6,429803746
osmo1c5h6jtdegeufa693e936y4kkfzd4hvzmutfmed,300276105
osmo1c5j7n02wrp55xwpkdr7utf2r34ym5kqgf3kqka,95000000
osmo1c5j87q57ysu29k47zgr22xp82q6z3ah0yhtrlz,202100000
osmo1c5jpcku56ad5zjmy32v4zz4vjf5gxsn8f4h2s9,62700000
osmo1c5k7kv2g2qnau364eaa53kn95yvvqzhl7w5zvl,116827402
osmo1c5l65ad9rfg4l3284a448rxz7l2qtc2njy0fhh,764443078
osmo1c5nc47upxev3n0uj5wzv8j0l08dmxq0hnu8aag,6417035271
osmo1c5necsumqn2u092qgekkv3kq5puaprfcdnx2l4,68000000
osmo1c5p0l7ct9wmgxm750vdghrzp6332nswdztad86,60200000
osmo1c5qduhcwymj77zn4988kzuws6l36fsp0f9wyp4,60041674
osmo1c5s3vfhpgl64vjkzyn68qtnkn5h3e4s6llgzcz,50100000
osmo1c5t2dmpn9l2yq4et6efgurggva33e08exufz4c,100000000
osmo1c5tkr33wypezsfy02wl27tmx9852l30plrhtl8,295468432
osmo1c5urs43367tlc8a87jslqxqxahchr6jant63sc,530094147
osmo1c5xzftvsa0dwvcajys4qahy4t4ykk8dcvpq2ye,75040612
osmo1c602ew5m5zpmuar42ng6hh2tnm3xwds7zd9arw,81920297
osmo1c606u0lgylpsyv3amh0eslsnakr3akfwxr86l9,293000000
osmo1c60qxt64946vww87v7vq2wd9vetwtfgqtyztdm,1053729524
osmo1c633vcxqd6wk0fwqsltlzu88s5um0sfljcf7dg,64880701
osmo1c6428h6ty22tqxtxdvh6dp8q9crp8uhyf8mgyf,100000000
osmo1c65cus4su0ntphamx4t5yskd9ev7cn2f0eqats,516848447
osmo1c66qnkapap6stxn4sv64pdmymnqhta90k4y06g,800260410
osmo1c68c7j0h0nwtnah3nds5mddglnd9kzae0p96nj,188000000
osmo1c68p75mszy4cd2cnjn9u6vdnfj5x6yhsmdy6t5,346629254
osmo1c68tmjxh2sljpy5f9mad3as0rull4cs645hg8u,120000000
osmo1c692qsaemdlkchcu3ej32xdq6jz8al00e2d3ym,3841910669
osmo1c69lcg9f4a4sm3jfxd5drwa6dlad984wgpp0uw,52410148
osmo1c69vt62tsaflk3ngyujt6m7znn6s6tz4xstwzn,55723398
osmo1c6amjh7dcnvw9lu4eq05z6x40en33350tjzt0v,50151687
osmo1c6chtscxwxujthv0f2crq5tedxmg0nuywlecud,696569041
osmo1c6d0vrn47k392e9f9v5z5rkhqhh252pushpkv5,50185991
osmo1c6dfhwsrdjtj7mlvuzaf6el6avuspvu90yw7z2,51020793
osmo1c6dnrv5s2j3q439prq86c42at7zst7k8uw7r3d,52200000
osmo1c6dykqgnm6esh38rsu50xecwq95fx0wjuw7t09,334300000
osmo1c6ecu94y55gu4l7mnpkuh09nf6xxjrlxwvkvdf,69000000
osmo1c6eyqqv9ru0p2xzzxd27e98axlp4th235vw8q2,60000000
osmo1c6fgjydf8nrtqdevt5jhmnm7706u9tqjcg5t29,56710796
osmo1c6fqq2h6n46p5n75w7n5j3c0zlk4p5k9cejyme,150022774
osmo1c6jt8nss5pccu7u9xr4h7x8xc8xqxkaya46gvn,110974129
osmo1c6nq0g2tkk89pd8n62ryz8ju7j345tpssc07lz,474500000
osmo1c6rwgm44r5nd0xllz9gtwphxhk8j43hsqarlv3,635000000
osmo1c6sjsv9u34tapcthlq2gyyp796330azx0zchxk,50020000
osmo1c6tmgsqwl89m4c5uv53yrwe43g5e02cgp3kv9p,76460000
osmo1c6u68ha800a2jjvjhpkfrz9lekknpdxprjazru,103375393
osmo1c6up46wfxsa3fmq0rcecy5jah5dzvsd2v3u4js,52049059
osmo1c6v9yghnemj0hlz0mxgp4gfj2q05d6xvc3ghnv,800000000
osmo1c6w4x4wdwtfvvhcgj6ujce452wgf0y9ljt4wp3,1231400000
osmo1c6wjcte36aad7juqevpwgsgc6sj0dfw7wyjgkt,100203395
osmo1c70rlhxyendd5v4djr7mstd4anakxj7am9xqlf,50000000
osmo1c72vx0xyupq2492397y94vk8vlp3s2ch4ce7p4,322828176
osmo1c73p9heseevmrfjrr6dk0yqtz8fu60s6wjtjw9,71873680
osmo1c73vrtms2eu98zm0j0kerffll0mhv8v0y9khlm,148000000
osmo1c74k0xm8c9kn7kqyfs3vj2f9zash55wh54kr58,925000000
osmo1c7645856mljqjpj9qsmfavtren3vk6g9ev92yd,300930000
osmo1c7cq0ynglfzs28pmnd78sxgu7ecvvzgxkt6gk2,347000000
osmo1c7dmz9yxan2tlangufl8jx6e8664sjp5y2dhc6,51020671
osmo1c7ennhdjp0fxllzfgq0vnk0ftj2reyjnzvltyl,500000000
osmo1c7feucgvr5u2us0j7lpj4d9kmdknt94nhuu8sf,600000013
osmo1c7fxu2f2gltl856j2xvxnnnk5q4dnjrgkt4q09,588423442
osmo1c7jt64qx0uewwt4y9pdm3kwe2u7yxap54vpmzk,2470039098
osmo1c7juc0pe60w2w5stp34rxlxzwy8a7mkh3eku0p,815410568
osmo1c7khxslxeh0dkt8j6xysxajyxm4uqq97phx6hd,367000000
osmo1c7lsudqhgr79s7ete2p292ytn20044nzaut3ex,64565937
osmo1c7lv54z3ukjj8anxxk2m6au9k3cxyuuu9jjzy4,355150264
osmo1c7qhmdnxq45m67pcaj7ymzzgcxveg3gqwvrq6y,65000005
osmo1c7r238lhtjm9prgfyw60jpyjkjw8n3jl9r9v24,1416283898
osmo1c7tjpd7smddynu304nskzpe0m797sla20fjg8j,50000000
osmo1c7tx2vkrsgphx5zd2rq0w7rqcz57gudy5q96dl,4525569884
osmo1c7txg7eay9yk285galyffm2nzmv3ers6q6qgzj,717169871
osmo1c7u3enqcwpuj60wj2mselvnes3x79q3mt7zy3q,50600000
osmo1c7um4ysrvvm9p0qxrcar2n2fvqs87p0rmwh6cd,215300000
osmo1c7xd5d5ux65kkcw790dj96zw7mydjuxkz7z68e,955000000
osmo1c7xmkw9rpj3y0tfue2m9neqjcvwkfe27mjznmy,50650871
osmo1c7ydvrd25rkecp3sqn28gzzjrwany04m99q9lp,80008076
osmo1c7z7k6x8jp9lvun9gc26jyrxxrg5qth2f4zee9,54762500
osmo1c80y8084c66dxlg7xht5l5ha6uzgjlhwdh5g23,567824404
osmo1c83xafe83fvucr9knu9yl3wetudfv2v3dryn9k,62000000
osmo1c84g70323ss2vlu2jzydpx9gf6lnzeykuks22e,300000000
osmo1c85vtsdsep9f0hzv65njmpn5y39w3epcrjyre2,250096129
osmo1c8ay6fk58h7v72y0cledtrl28ydwljsz2p036y,73000000
osmo1c8c6qjldee77xzmrle4dl2hdueq7w0uxqlacqa,50100000
osmo1c8dwq2lws0skkca7kaq4u0vxsvzlhcuvhhwvs5,502000000
osmo1c8ey0e3nn3ppphws0d043qs42kvfd3rk0dmk7n,100000000
osmo1c8fet9v7c7u5zxkcy8rkfqw8rfuwyrtn4xkyl8,11425450000
osmo1c8fymac2cszrary506nxykvkvnv5djv5gxyraf,223331429
osmo1c8hyveyztsxrkanmlx5676hth9eyj9t40ypyee,493000000
osmo1c8j4fg9uv2pezx3phh4kf28gd9s6vh45srrzam,510000000
osmo1c8j7m970e3zyeklrrzf2mpdsqvqs8lj8sj5fxd,57700888
osmo1c8kex8v95f7ue8uq9d5v7s5x2gpt0x808zdguq,65000000
osmo1c8kq6z0ekfsj6wqw0xj3wrmjmzyu62a4s40fw2,168945948
osmo1c8ktqx3gzl7s3vavsdfdwy6ap8tdfs7h5chpdx,6584995104
osmo1c8lsry9wyu5npayxfjcucsqpf2n9clftgkrps3,500000000
osmo1c8mdlu2lvhm30c54yc9rzw8r9jv6dvagfzl4fg,190133979
osmo1c8mxh8ag53j3eltgy24y6uv7c2vk4uhqrf3smd,631390495
osmo1c8p49dp0qyd3qc093fwncyzcg2t76uhve3a483,118859310
osmo1c8pl4a7f4phz8m585pmmxd6ke0s2hh95njz9q3,176000025
osmo1c8ppqgs26gy2x4qczjahxqket6yds2gwkjtgnj,4000000000
osmo1c8qxw4dsj37dy0s2dmsc34ahvkredgnazyfhpj,55000000
osmo1c8r5jpwjskale4787fnm5llrt5tgg9sdzy7t9p,5000000000
osmo1c8rcg7r70fahevgkyccgc495fasl3q7xjha5f5,100100000
osmo1c8rxg96rd6nez8tlyeu7p6aum09xz80udd3gf5,61831966
osmo1c8u5f8w65jae5h8fduvgmz76fkjka3vgk7yxjm,79844000
osmo1c8ulkaa807ndy4xh3c2vfkcftljd7wx27jjcg8,53390764
osmo1c8ypchv4dzlz090qh5h8jkmt6fmu4km85m9adt,590924254
osmo1c8ytgnfppn8z8672vtyc2pxv5u5d9vsw72q0ya,107000000
osmo1c8zj8qrup3xap7tma7qfq4h7eethp6s8uvty5l,50000000
osmo1c8zl9m6h8wfhc32a29z5n7p7dkeusaaazydlna,125069217
osmo1c8zy6r2shjsaj7ujtushz3gclxgw400rh8d6qa,230021831
osmo1c92dd93ch0ztaa9xjdxejcwlgshs0edf2pkxnr,75500332
osmo1c92h8l2jn68pc56a4t76les0jvp93jf4dzucwt,2356429173
osmo1c9385yndmy487jrq9xzl7la8h3wz4xjdtp40lu,6300876113
osmo1c9425q75nyrtaa7tlxppu3smecd9we30ustvcv,67449051
osmo1c9556jdgtf7elqz5hqh8njttmx8vh07l7jxspk,194369222
osmo1c95984pds84l09d9z6v8g77l96hslr0f90427q,50300000
osmo1c95ecqwpsktagkgal6jzflsmveeemm5llkyce7,212869112
osmo1c95hukvmju42m5zt7s75ytvhkyjea0spgamfmp,326793143
osmo1c96fqkf4j29cxwdqwdj739zuf39a74edr50vjd,129000000
osmo1c98p0cnv9vdq55wq8nnl0s3r0tduj863y8g3w2,9061781787
osmo1c98rdvnurtzgme3w570phu3rm82yux5rnypsf2,50000000
osmo1c98wu56hmd3mj5dmjumzkynrx8kk3xzsc27lnu,80894997
osmo1c99g99uua2s42c2254ktlv8yq5umnu6cuwhhuq,68465612
osmo1c99sqwg2t7ee67v0ya29mlvpwjwr3d64plgaq8,51000000
osmo1c9cyawq49lzmcyvxhgc6l97x6a5gnq3m3ppac6,73470000
osmo1c9dqvfxxejfujczyfnkqwk2nrzt5fau0xtktep,600000000
osmo1c9e3fuqlfj8qd7r7arxlvnzusgumf7x4xs3cje,1000000000
osmo1c9g97vzqywe9z6w782047uwkkdvmhpwa8vlwtn,51539906
osmo1c9h7ruztwgx02ur58dfxckyckn2jkp39rnwhwe,190000000
osmo1c9jfujwtaz8q4cf8jl0rdja89m9hz9q2wha2lw,805354951
osmo1c9mw8a7sytfezamz8u8ftleyyl8dt6tkeh4e5c,443114873
osmo1c9q5s39wgq9ze5zm679200qzs2cxdsv37565z8,307148776
osmo1c9qxmn6u30nk4f2g4s52psgk30rk2axy9c0z6l,118554669
osmo1c9rgedt98ayazvphrm3qqlamjk40vnkrx2g8an,114236129
osmo1c9ulet2k2df2aae5ng2e3hh5v584ukw9trm68z,65180677
osmo1c9x6yxwk5tgqwh2st0ar4k6zdjs2wvmaawr3xg,158487815
osmo1c9xv08cge8kea3zv7ye7ytuylaxxwwusju9yh2,106900000
osmo1c9y4cue88knkyc9qhuz98ej634spalpm6zsdnn,117240284
osmo1c9y83jh5r2hunz45e2srf5xgjrjck6kl6vw57z,100000000
osmo1c9ycq58jwr6jxd6l2v0sqeec5trkvf623u75ln,2557458174
osmo1c9ye54e3pzwm3e0zpdlel6pnavrj9qqvwhqw4z,610000000
osmo1c9yrdc0rs8j7xxedcgyaz3en945hutgfa3fr0y,650002572
osmo1ca0pyjwy8mtm36qcmjp6q8d3s3pydk572kqdqk,81797876
osmo1ca2ppl6vf9x7zhcgwrf44exa2ggx3p4n27x8he,88000000
osmo1ca327yv8waj0dwqs6zj9f2p06v030cpaselg54,465300000
osmo1ca3wau4xwhmlwlpa6v3ryz5zwp6k5cjwfz3jm8,1696871459
osmo1ca40txfzgl0u5texzns8j7dp7vvgyy8r7hl0ya,101000000
osmo1ca42p7ugyug7g6qctvgv9ln0xu3kja7pgz7uk4,80833582
osmo1ca4skv7xp27wfa8mzsulux0mqvettekg4ethhm,260000000
osmo1ca9dw7l3mh5sy5p3enrmk5ptxh4qz52x7jvzys,100000000
osmo1caat3axy9qx67sjrajg0ty5upr9s2txa9uau5r,84800000
osmo1caca9dnmhpuu0zh7w2jrsyqspl0h2upsm9yyvl,700000000
osmo1caekxqsxp7mm660n6ur9ddpam8txd4cxqlxmxa,52230000
osmo1caeuhz982akqv329jr823pv7s88ktgrd333vtv,815924210
osmo1cafdy0eqtq4nzw4vjl42yhrp06m8w8acxtdn2y,275000000
osmo1cafjgsckdumxsx5c2whjds46hmw03zg4acdfej,142979059
osmo1cagl5xvcrg4czjk5ye7cdy29fhwvvn4f2833el,173947500
osmo1cahx2juhg65zalskfpm7jh40nrpjdkkuckmh26,6981014541
osmo1caj7qwwvj829tkp9d8zjuw032yye6tpxgvz2wp,109996902
osmo1cajl6zhcjvzlgrzkuckjpdv22k0swm9322mgd9,509782139
osmo1cak4c0pq85c4nmp23u3lggekskvn9l5yjy7k7h,50500000
osmo1cakf729md70aes2l9s9x5gpjxgt09m4vte6m9e,75566912
osmo1cakw3e34hzr527sy3ammpzupsx4tk547jzr6qz,444500000
osmo1calmq32z52gym3l5pz5y9n3kqyqmpmmh5tf7tl,1003926751
osmo1calx7v7nd06w0y0rxe0rqaqllzes6rawsjzl0q,264988465
osmo1camqz06txag29yh2qj2p6yhc66f60zeauzs673,97769051
osmo1camvaazfmxtu4h5r6pa2424mr07xl2vwax5ngk,50100000
osmo1canja3hvr846c3me5dymc2jl35krldkae6hvvq,2258612079
osmo1canuzz6jj32ahgj38xchlnxyg2953f043v222x,2633298326
osmo1cawspjygccd75grjte235dsgz348pnxd8sm9s3,164594707
osmo1cawx6dgvk48e8t5kqccc562n9mrtjc9nqe0808,105000000
osmo1cax6phehjp0u4rjtrf3vzw9wzfzhj7x9747dr2,51154952
osmo1cazngpu40gdrtaa0phyvl7xzcevgjzqw9tu965,102000000
osmo1cc0g426z4wjpsjmnwtyrds0z7jfdlnh5tdd5yv,189000000
osmo1cc0hw4rdpj0m04wfg24mfuh435lx30yaq0krsc,387770000
osmo1cc2fd9cw5mtvj0arxzyzfn7s0grfq477lfgywj,158000000
osmo1cc345hkt9ltu7m4je2jy895hk8pu4dqquqm0tp,789615145
osmo1cc4lg7j38yqawj8uqp0pr8htzj5k9nkzsd30xm,50100000
osmo1cc4m9k3ds3fewyfhfgjqvqap85mn3gh6gxhxyk,244079779
osmo1cc6knystkpq7kujrqcs4rr3sf9qwh4dz5aava7,52411461
osmo1cc7lnw7gt5r203z4afacvlrszxlvc9gyd0p6ga,3058026663
osmo1cc7py25mkrzsuze5tn9jlf0jju72yr3c96td7r,259855988
osmo1cc8ctzjcgsgqt7v2ndvh7dfemnfdqsfz2hjrc8,78306208
osmo1cc8letqg84mse0ghyvs4mjfqljvc2awd6muz37,9632209915
osmo1cc8w97wj9c383kxdtez7gpz84wwrj6jttdnpcs,672000001
osmo1cc98tar70kgcvyp6rqs49wg52luvh6quv3nxgy,110000000
osmo1cca85n25vl48692vmvgwlt93tqh9ppcyd07mal,72875614
osmo1cccxhdstwdc09znlczka3ndny0htffxm78ceku,146934632
osmo1cce6e77wsd7kpu6uhryw295xwfu45ulm0dudyn,59000000
osmo1cce766qfvp6nmdrm9pph986gy4ra7zgsqamnuh,1000000000
osmo1ccetvl8yadymdf8vskydmq9k523pkyv0hfjxqt,2000000000
osmo1ccffhnsu9rcqeazgc4a4qu64938qxwzfmyk9nl,372125080
osmo1ccgax6hdnlh49dhqm46lxsvgd32yt2l4j0e660,427015815
osmo1cchvndlnt0nuc5hucucddkut9w6ydvymsykau9,102861110
osmo1cckhvqnfjhgs3quqcerlcdmmv290welyfezgqu,50000000
osmo1ccmzhw6sc6gm5ddx3zjhplrv8l677dyae4xvle,154605361
osmo1ccqak68ufk8vfylleggrz6f95hwn6ezg59d6ky,111000000
osmo1cctg4lu5z3lmevhtyqkx8g6vqp5aygn8pfm6cl,50940441
osmo1ccvgtqfzsxxlv7n3l0c62v9v9kcwk8uw226y6p,4130600000
osmo1ccwuchnrtk9ljjmp8kadel88lykrc53l528rgu,108893913
